 log(Bfield)      Mns    Pspin  cutoff_power  cutoff_wavelength  fnickel    kappa  kappagamma   mejecta  log(nhhost)  temperature  texplosion  thetaPB     vejecta      A_V        MJD_0   log(KE)     M_Ni  Peak_mag     Peak_MJD 
    14.00304  1.58139  2.95648        2.9009         3117.10651  0.03611  0.01049     0.04231  38.38942     21.32337   3629.24854   -30.09124  1.33841  2113.79382  1.16977  58758.42449  51.36103  3.11141  19.46436  58811.11267 
    14.12678  1.43107  2.20798       3.78179         2939.44288   0.0017  0.01238     0.13672  38.83955     21.37805   6989.38626   -26.89319  0.61142  2130.27532   1.3267  58761.62254  51.36862  0.14682  19.47355  58811.11267 
    14.06725  1.68849  3.34359       4.94814         2832.79242  0.02066  0.01211     0.16504  27.50728     21.32244    3840.6262   -25.25507   1.0246  2069.14247  1.16725  58763.26066  51.31748  1.68008  19.48461  58811.11267 
    14.09071  1.58356  2.88293       4.95855         3044.64717   0.0242   0.0123     0.16889  37.37248     21.33989   5177.85174   -29.55041  0.97685  1898.29878  1.21511  58758.96532  51.26567  2.07554  19.57174  58807.97298 
    14.11078   1.5721  4.22353       4.84024         3389.03484  0.03307  0.01225      0.0233  40.93787      21.2086   4019.18587   -38.58232  1.15864  1865.23607  0.89811  58749.93341  51.25703  2.87947   19.4952  58814.25236 
    14.26334  1.41453  1.82847       4.56317         2993.29574  0.09357  0.01679     0.14357   28.8627      21.3296   4558.77937   -17.95919  0.84898  2230.55996  1.18667  58770.55654  51.38642  7.67569   19.5044  58811.11267 
    14.16851  1.68888  3.40829       3.38292         3678.66757  0.00773  0.01576     0.04349  31.34487     21.31385   7371.58319   -38.92583   0.7731  1794.25526  1.14441   58749.5899  51.20364  0.64369  19.48715   58816.5284 
     13.9798  1.57099  2.46734       2.50019         3246.79383   0.0091  0.01094     0.02095   42.2088     21.35645   4926.49172   -29.99019  1.30348  2011.86511  1.26234  58758.52554  51.32496  0.79611  19.52055  58811.11267 
    14.05445  1.68334   4.5448       4.51973         3374.47293  0.00928  0.01452     0.07105  23.74048     21.25886   8868.53098   -29.84339  1.00333  2117.42264  1.00829  58758.67234  51.32599  0.73532  19.54284  58811.11267 
    14.07502  1.43938  2.54332       4.29927         3105.16553  0.06226  0.01067     0.17979  39.01582     21.35062   9312.95554   -20.62044  1.22246  2164.82203   1.2455  58767.89529  51.38293   5.3782  19.53388  58814.25236 
    14.08033  1.73377  4.23435       4.42053         3631.90023  0.01887  0.01193     0.15055  39.95464     21.25697   9634.56188   -38.41555  1.45074  1911.30751  1.00391  58750.10018  51.27647  1.63644  19.47605   58814.5831 
    14.18736  1.94049     3.29       4.86259         2762.34155  0.00304  0.01039     0.08036  33.39049     21.36685   7482.32106   -24.73679    0.789  2132.94062  1.29293  58763.77894  51.35857  0.25611  19.50482  58814.25236 
    13.89343  1.43351  4.06645       3.80218         3267.92805  0.00495  0.01705     0.20113  18.49742     21.20766   7904.77604   -29.39003  1.45893  2339.33758  0.89615   58759.1257   51.3923  0.37429  19.44647  58811.11267 
     14.1615  1.69448  1.95118       3.14918           3562.026  0.06099   0.0146     0.06686  39.26438     21.38337   4724.84112   -32.45128  1.43317  1900.74151  1.34307  58756.06445  51.27039  5.27402  19.46531  58814.25236 
     14.0463  1.82363  3.16913       2.36293         3121.44097  0.00409  0.01078     0.06237  46.21542     21.27678   5855.26103   -40.13101  1.49662  1980.19859  1.05076  58748.38471  51.31764  0.36331  19.52516  58811.11267 
     14.0165  1.57011  2.69032       4.80681         3105.55729   0.0012  0.01142     0.11677  44.46665      21.3077   9497.62491   -38.62349  1.17749  1616.85786   1.1283  58749.89224  51.13883  0.10554  19.38712  58814.25236 
     14.1706  1.85984  3.92307       1.59248         3034.29764  0.00131   0.0187     0.15311  33.39856     21.01576   8110.62888   -49.70123  1.32591  2004.28968  0.57608   58738.8145  51.30455  0.11047  19.51052  58811.11267 
    14.11922  1.82735  3.88757       3.69438         3411.94087  0.03268  0.01278     0.38914  29.00395     21.29327   6626.41111   -28.39622  1.36733  1888.77356  1.09143  58760.11951  51.24233  2.68289  19.52138  58807.97298 
    13.99122  1.53054  3.99851       4.40001         2920.36378  0.00334   0.0206     0.04561  20.30643     21.20946   8944.30015   -30.96064  1.07773  2527.88586  0.89989  58757.55509  51.46732   0.2568  19.50591  58811.11267 
    14.13494  1.40086  3.95597       2.89231         3328.46411  0.05396  0.01286     0.02215  30.29866     21.19905   8163.73788   -27.63432  0.87257  2559.66546  0.87858  58760.88141  51.50966  4.46397  19.49259   58814.5831 
    14.09225  1.67518  2.38209       4.02858         2611.50082  0.02203  0.01147     0.11987  40.46836     21.29733   4845.50762   -29.32849  1.28769  2034.22275  1.10168  58759.18723  51.33153  1.91502  19.52564  58804.83329 
    14.13423  1.73896  3.30345       1.63067          3384.5341   0.0753  0.01398      0.0354  24.79779     21.24517   9500.53826   -31.19326  1.33813  2336.70606  0.97701  58757.32247  51.41502  6.01156  19.45943   58814.5831 
    14.20159  1.44746  4.56369       3.08495         3801.24451  0.03733  0.01772     0.01076  22.07976      21.1456   5845.40894   -33.25482  0.66689  2156.19993  0.77683  58755.26091  51.33596  2.91774  19.48974  58811.11267 
