"Time (MJD)" g-4671.78 g-4671.78_err i-7457.89 i-7457.89_err r-6141.12 r-6141.12_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
30.600 -21.123 -0.181 -21.208 -0.164 -21.285 -0.173 11.782 0.912 3.374 0.430 44.194 43.041
31.000 -21.120 -0.182 -21.206 -0.165 -21.283 -0.173 11.775 0.912 3.374 0.430 44.193 43.039
31.400 -21.116 -0.182 -21.203 -0.165 -21.281 -0.173 11.767 0.911 3.373 0.431 44.192 43.038
31.800 -21.114 -0.183 -21.201 -0.165 -21.279 -0.173 11.759 0.911 3.373 0.431 44.190 43.036
32.200 -21.111 -0.183 -21.198 -0.165 -21.277 -0.173 11.751 0.911 3.374 0.431 44.189 43.035
32.600 -21.108 -0.183 -21.196 -0.166 -21.275 -0.173 11.742 0.911 3.374 0.432 44.188 43.034
33.000 -21.106 -0.184 -21.194 -0.166 -21.274 -0.173 11.734 0.910 3.375 0.432 44.187 43.033
33.400 -21.103 -0.184 -21.193 -0.166 -21.272 -0.173 11.726 0.910 3.376 0.433 44.186 43.032
33.800 -21.101 -0.184 -21.191 -0.165 -21.271 -0.172 11.717 0.910 3.377 0.433 44.185 43.031
34.200 -21.099 -0.184 -21.189 -0.165 -21.270 -0.172 11.709 0.910 3.379 0.434 44.184 43.030
34.600 -21.097 -0.184 -21.188 -0.165 -21.269 -0.172 11.700 0.910 3.381 0.434 44.184 43.029
35.000 -21.095 -0.184 -21.186 -0.165 -21.268 -0.171 11.691 0.910 3.383 0.435 44.183 43.028
35.400 -21.093 -0.184 -21.185 -0.164 -21.267 -0.170 11.682 0.910 3.385 0.436 44.182 43.027
35.800 -21.092 -0.184 -21.184 -0.163 -21.266 -0.170 11.673 0.910 3.387 0.437 44.181 43.027
36.200 -21.090 -0.183 -21.183 -0.163 -21.265 -0.169 11.663 0.911 3.390 0.438 44.181 43.026
36.600 -21.088 -0.183 -21.182 -0.162 -21.265 -0.168 11.654 0.911 3.393 0.439 44.180 43.026
37.000 -21.087 -0.182 -21.181 -0.161 -21.264 -0.167 11.644 0.912 3.396 0.440 44.179 43.025
37.400 -21.086 -0.182 -21.180 -0.160 -21.264 -0.166 11.635 0.912 3.399 0.441 44.179 43.025
37.800 -21.084 -0.181 -21.179 -0.159 -21.263 -0.164 11.625 0.913 3.403 0.442 44.178 43.025
38.200 -21.083 -0.180 -21.179 -0.158 -21.263 -0.163 11.615 0.913 3.406 0.443 44.177 43.025
38.600 -21.082 -0.179 -21.178 -0.156 -21.263 -0.161 11.605 0.914 3.410 0.445 44.177 43.025
39.000 -21.081 -0.178 -21.178 -0.155 -21.263 -0.160 11.595 0.915 3.414 0.446 44.176 43.025
39.400 -21.080 -0.177 -21.177 -0.153 -21.263 -0.158 11.585 0.916 3.418 0.448 44.176 43.025
39.800 -21.079 -0.176 -21.177 -0.151 -21.263 -0.156 11.575 0.918 3.422 0.449 44.175 43.026
40.200 -21.078 -0.175 -21.176 -0.150 -21.263 -0.155 11.564 0.919 3.426 0.451 44.175 43.026
40.600 -21.077 -0.174 -21.176 -0.148 -21.263 -0.153 11.554 0.921 3.431 0.453 44.174 43.027
41.000 -21.076 -0.173 -21.176 -0.146 -21.263 -0.151 11.543 0.922 3.435 0.454 44.174 43.027
41.400 -21.075 -0.172 -21.175 -0.144 -21.263 -0.149 11.532 0.924 3.440 0.456 44.174 43.028
41.800 -21.074 -0.170 -21.175 -0.142 -21.263 -0.147 11.521 0.926 3.445 0.458 44.173 43.029
42.200 -21.073 -0.169 -21.175 -0.140 -21.263 -0.145 11.510 0.928 3.449 0.460 44.173 43.029
42.600 -21.073 -0.168 -21.175 -0.138 -21.263 -0.142 11.499 0.930 3.454 0.462 44.172 43.030
43.000 -21.072 -0.167 -21.175 -0.136 -21.264 -0.140 11.488 0.932 3.459 0.465 44.172 43.031
43.400 -21.071 -0.165 -21.174 -0.134 -21.264 -0.138 11.477 0.935 3.464 0.467 44.171 43.032
43.800 -21.070 -0.164 -21.174 -0.132 -21.264 -0.136 11.466 0.937 3.469 0.469 44.171 43.033
44.200 -21.070 -0.163 -21.174 -0.130 -21.264 -0.135 11.455 0.939 3.474 0.471 44.170 43.034
44.600 -21.069 -0.162 -21.174 -0.129 -21.264 -0.133 11.445 0.942 3.479 0.473 44.170 43.035
45.000 -21.068 -0.162 -21.173 -0.127 -21.264 -0.131 11.435 0.944 3.483 0.475 44.170 43.036
45.400 -21.067 -0.161 -21.173 -0.126 -21.264 -0.130 11.425 0.946 3.487 0.477 44.169 43.036
45.800 -21.067 -0.160 -21.173 -0.125 -21.264 -0.129 11.416 0.948 3.491 0.479 44.169 43.037
46.200 -21.066 -0.160 -21.173 -0.124 -21.264 -0.128 11.407 0.949 3.495 0.481 44.168 43.037
46.600 -21.065 -0.160 -21.172 -0.124 -21.264 -0.128 11.400 0.950 3.498 0.482 44.168 43.037
47.000 -21.064 -0.160 -21.172 -0.123 -21.264 -0.128 11.394 0.950 3.500 0.483 44.168 43.037
47.400 -21.063 -0.161 -21.171 -0.124 -21.264 -0.128 11.389 0.950 3.502 0.483 44.167 43.036
47.800 -21.063 -0.161 -21.171 -0.124 -21.264 -0.128 11.385 0.950 3.503 0.484 44.167 43.036
48.200 -21.062 -0.163 -21.170 -0.125 -21.263 -0.130 11.383 0.949 3.503 0.483 44.167 43.035
48.600 -21.061 -0.164 -21.170 -0.127 -21.263 -0.131 11.382 0.947 3.502 0.483 44.166 43.033
49.000 -21.060 -0.166 -21.169 -0.129 -21.262 -0.133 11.383 0.945 3.501 0.481 44.166 43.031
49.400 -21.059 -0.168 -21.168 -0.131 -21.261 -0.136 11.386 0.942 3.498 0.480 44.166 43.029
49.800 -21.058 -0.170 -21.167 -0.134 -21.260 -0.139 11.390 0.938 3.495 0.478 44.166 43.027
50.200 -21.057 -0.173 -21.166 -0.137 -21.259 -0.142 11.396 0.935 3.491 0.475 44.166 43.025
50.600 -21.057 -0.176 -21.165 -0.141 -21.258 -0.146 11.403 0.931 3.486 0.472 44.166 43.022
