"Time (MJD)" g-4810.16 g-4810.16_err i-7503.03 i-7503.03_err r-6155.47 r-6155.47_err y-9613.6 y-9613.6_err z-8668.36 z-8668.36_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
44.600 -19.589 -0.145 -19.893 -0.082 -20.115 -0.060 -20.247 -0.063 -20.335 -0.101 8.180 0.441 3.635 0.367 43.625 42.185
45.000 -19.582 -0.147 -19.886 -0.084 -20.111 -0.060 -20.246 -0.064 -20.336 -0.101 8.146 0.446 3.658 0.376 43.623 42.190
45.400 -19.574 -0.148 -19.878 -0.086 -20.107 -0.061 -20.245 -0.064 -20.337 -0.101 8.112 0.452 3.682 0.386 43.621 42.194
45.800 -19.567 -0.150 -19.871 -0.088 -20.102 -0.062 -20.244 -0.064 -20.337 -0.100 8.079 0.457 3.705 0.395 43.620 42.198
46.200 -19.559 -0.152 -19.864 -0.090 -20.098 -0.063 -20.243 -0.065 -20.338 -0.100 8.045 0.462 3.729 0.404 43.618 42.202
46.600 -19.552 -0.154 -19.857 -0.092 -20.093 -0.064 -20.242 -0.065 -20.338 -0.100 8.012 0.467 3.752 0.414 43.616 42.206
47.000 -19.544 -0.155 -19.849 -0.094 -20.088 -0.065 -20.240 -0.065 -20.339 -0.100 7.979 0.472 3.776 0.423 43.615 42.210
47.400 -19.536 -0.157 -19.842 -0.095 -20.084 -0.066 -20.239 -0.066 -20.339 -0.100 7.947 0.477 3.799 0.432 43.613 42.213
47.800 -19.528 -0.159 -19.834 -0.097 -20.079 -0.067 -20.237 -0.066 -20.339 -0.099 7.915 0.481 3.822 0.442 43.611 42.217
48.200 -19.520 -0.161 -19.826 -0.099 -20.073 -0.068 -20.235 -0.066 -20.339 -0.099 7.884 0.485 3.844 0.451 43.609 42.220
48.600 -19.512 -0.163 -19.819 -0.101 -20.068 -0.069 -20.233 -0.067 -20.338 -0.099 7.853 0.489 3.867 0.460 43.608 42.223
49.000 -19.504 -0.164 -19.811 -0.103 -20.063 -0.070 -20.230 -0.067 -20.338 -0.099 7.823 0.493 3.888 0.469 43.606 42.226
49.400 -19.496 -0.166 -19.803 -0.104 -20.057 -0.072 -20.228 -0.068 -20.337 -0.099 7.794 0.497 3.909 0.477 43.604 42.229
49.800 -19.488 -0.168 -19.795 -0.106 -20.052 -0.073 -20.225 -0.068 -20.336 -0.098 7.765 0.500 3.930 0.486 43.602 42.231
50.200 -19.480 -0.170 -19.787 -0.107 -20.046 -0.074 -20.222 -0.069 -20.335 -0.098 7.737 0.503 3.950 0.494 43.600 42.233
50.600 -19.472 -0.171 -19.779 -0.109 -20.040 -0.075 -20.219 -0.069 -20.333 -0.098 7.709 0.506 3.969 0.502 43.598 42.235
51.000 -19.464 -0.173 -19.771 -0.110 -20.034 -0.076 -20.215 -0.070 -20.331 -0.097 7.682 0.509 3.988 0.510 43.596 42.237
51.400 -19.455 -0.175 -19.763 -0.112 -20.028 -0.077 -20.211 -0.070 -20.330 -0.097 7.656 0.512 4.005 0.518 43.594 42.238
51.800 -19.447 -0.176 -19.755 -0.113 -20.022 -0.078 -20.207 -0.070 -20.327 -0.097 7.630 0.515 4.022 0.525 43.592 42.239
52.200 -19.439 -0.178 -19.747 -0.115 -20.016 -0.079 -20.203 -0.070 -20.325 -0.097 7.605 0.517 4.039 0.532 43.590 42.240
52.600 -19.430 -0.180 -19.739 -0.116 -20.009 -0.080 -20.199 -0.070 -20.322 -0.096 7.581 0.519 4.054 0.539 43.588 42.241
53.000 -19.422 -0.181 -19.731 -0.117 -20.003 -0.080 -20.194 -0.071 -20.319 -0.096 7.558 0.521 4.068 0.546 43.585 42.240
53.400 -19.414 -0.183 -19.722 -0.118 -19.996 -0.081 -20.189 -0.071 -20.316 -0.096 7.536 0.523 4.082 0.552 43.583 42.240
53.800 -19.405 -0.185 -19.714 -0.120 -19.989 -0.082 -20.184 -0.071 -20.312 -0.095 7.514 0.525 4.094 0.557 43.581 42.239
54.200 -19.397 -0.186 -19.706 -0.121 -19.982 -0.082 -20.179 -0.071 -20.308 -0.095 7.493 0.527 4.105 0.563 43.578 42.238
54.600 -19.389 -0.188 -19.698 -0.122 -19.975 -0.083 -20.174 -0.070 -20.304 -0.095 7.474 0.528 4.114 0.567 43.576 42.237
55.000 -19.380 -0.190 -19.689 -0.123 -19.968 -0.083 -20.168 -0.070 -20.299 -0.095 7.455 0.529 4.122 0.572 43.573 42.235
55.400 -19.372 -0.192 -19.681 -0.124 -19.961 -0.084 -20.162 -0.070 -20.294 -0.095 7.437 0.530 4.129 0.576 43.570 42.232
55.800 -19.364 -0.193 -19.672 -0.125 -19.954 -0.084 -20.156 -0.070 -20.289 -0.095 7.421 0.531 4.135 0.579 43.568 42.230
56.200 -19.355 -0.195 -19.664 -0.127 -19.947 -0.084 -20.150 -0.070 -20.284 -0.095 7.406 0.532 4.139 0.582 43.565 42.227
56.600 -19.347 -0.197 -19.656 -0.128 -19.940 -0.085 -20.144 -0.070 -20.278 -0.095 7.389 0.533 4.144 0.585 43.562 42.224
57.000 -19.339 -0.199 -19.647 -0.129 -19.932 -0.085 -20.137 -0.070 -20.272 -0.095 7.376 0.533 4.145 0.587 43.559 42.221
57.400 -19.330 -0.201 -19.639 -0.130 -19.925 -0.086 -20.130 -0.070 -20.266 -0.095 7.364 0.534 4.144 0.589 43.556 42.217
57.800 -19.322 -0.203 -19.631 -0.132 -19.917 -0.086 -20.124 -0.070 -20.260 -0.096 7.355 0.535 4.141 0.590 43.553 42.214
58.200 -19.314 -0.205 -19.622 -0.133 -19.909 -0.087 -20.117 -0.070 -20.253 -0.096 7.346 0.536 4.136 0.591 43.550 42.211
58.600 -19.306 -0.207 -19.614 -0.134 -19.902 -0.087 -20.110 -0.070 -20.247 -0.097 7.339 0.537 4.130 0.592 43.547 42.208
59.000 -19.298 -0.209 -19.606 -0.136 -19.894 -0.088 -20.103 -0.071 -20.240 -0.098 7.334 0.537 4.121 0.593 43.544 42.206
59.400 -19.290 -0.211 -19.597 -0.138 -19.886 -0.089 -20.095 -0.072 -20.233 -0.099 7.331 0.538 4.110 0.593 43.541 42.204
59.800 -19.282 -0.214 -19.589 -0.140 -19.878 -0.090 -20.088 -0.073 -20.225 -0.101 7.330 0.540 4.098 0.592 43.538 42.202
60.200 -19.274 -0.216 -19.581 -0.142 -19.870 -0.092 -20.080 -0.074 -20.218 -0.102 7.330 0.541 4.083 0.592 43.535 42.201
60.600 -19.266 -0.219 -19.573 -0.144 -19.862 -0.093 -20.073 -0.076 -20.211 -0.104 7.332 0.542 4.065 0.591 43.532 42.200
61.000 -19.259 -0.221 -19.564 -0.146 -19.854 -0.095 -20.065 -0.078 -20.203 -0.107 7.337 0.544 4.046 0.590 43.529 42.200
61.400 -19.251 -0.224 -19.556 -0.148 -19.846 -0.097 -20.057 -0.080 -20.196 -0.109 7.343 0.546 4.025 0.589 43.526 42.200
61.800 -19.244 -0.227 -19.548 -0.151 -19.838 -0.100 -20.049 -0.083 -20.188 -0.112 7.351 0.547 4.002 0.587 43.523 42.201
