"Time (MJD)" G-5850.88 G-5850.88_err cyan-5182.42 cyan-5182.42_err g-4746.48 g-4746.48_err i-7829.03 i-7829.03_err orange-6629.82 orange-6629.82_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
25.600 -20.006 -0.590 -20.013 -0.566 -20.009 -0.553 -19.994 -0.564 -19.983 -0.576 -19.904 -0.679 9.797 0.142 2.513 0.053 43.618 41.854
26.000 -19.975 -0.593 -19.982 -0.569 -19.980 -0.556 -19.967 -0.567 -19.957 -0.579 -19.881 -0.681 9.739 0.148 2.502 0.055 43.603 41.856
26.400 -19.944 -0.596 -19.952 -0.572 -19.951 -0.559 -19.939 -0.570 -19.930 -0.582 -19.857 -0.684 9.681 0.154 2.491 0.058 43.589 41.856
26.800 -19.912 -0.598 -19.921 -0.574 -19.922 -0.561 -19.912 -0.572 -19.903 -0.584 -19.834 -0.686 9.625 0.160 2.479 0.060 43.575 41.855
27.200 -19.881 -0.600 -19.891 -0.576 -19.893 -0.563 -19.884 -0.574 -19.876 -0.586 -19.810 -0.687 9.569 0.165 2.468 0.063 43.561 41.854
27.600 -19.849 -0.601 -19.860 -0.577 -19.864 -0.565 -19.856 -0.575 -19.848 -0.587 -19.786 -0.689 9.514 0.170 2.456 0.065 43.547 41.851
28.000 -19.818 -0.602 -19.829 -0.578 -19.834 -0.565 -19.828 -0.576 -19.821 -0.588 -19.762 -0.690 9.460 0.176 2.444 0.067 43.533 41.848
28.400 -19.786 -0.603 -19.798 -0.579 -19.805 -0.566 -19.799 -0.577 -19.793 -0.589 -19.738 -0.691 9.406 0.181 2.432 0.070 43.518 41.844
28.800 -19.754 -0.603 -19.767 -0.579 -19.775 -0.566 -19.771 -0.577 -19.766 -0.589 -19.714 -0.691 9.353 0.186 2.420 0.072 43.504 41.839
29.200 -19.722 -0.602 -19.736 -0.578 -19.746 -0.565 -19.743 -0.576 -19.738 -0.588 -19.690 -0.691 9.301 0.191 2.408 0.074 43.490 41.834
29.600 -19.690 -0.602 -19.705 -0.577 -19.716 -0.564 -19.715 -0.575 -19.711 -0.588 -19.666 -0.690 9.250 0.195 2.396 0.076 43.476 41.828
30.000 -19.658 -0.600 -19.674 -0.576 -19.686 -0.563 -19.686 -0.574 -19.683 -0.586 -19.642 -0.690 9.200 0.200 2.383 0.079 43.462 41.822
30.400 -19.626 -0.599 -19.643 -0.574 -19.657 -0.561 -19.658 -0.572 -19.655 -0.585 -19.618 -0.689 9.150 0.204 2.371 0.081 43.448 41.815
30.800 -19.594 -0.597 -19.612 -0.572 -19.627 -0.558 -19.630 -0.570 -19.628 -0.582 -19.594 -0.687 9.100 0.209 2.359 0.083 43.434 41.807
31.200 -19.562 -0.594 -19.581 -0.569 -19.597 -0.555 -19.601 -0.567 -19.600 -0.580 -19.569 -0.685 9.052 0.213 2.346 0.085 43.421 41.799
31.600 -19.530 -0.591 -19.549 -0.566 -19.568 -0.552 -19.573 -0.564 -19.572 -0.577 -19.545 -0.683 9.004 0.217 2.334 0.087 43.407 41.791
32.000 -19.498 -0.588 -19.518 -0.562 -19.538 -0.548 -19.544 -0.560 -19.545 -0.573 -19.521 -0.681 8.957 0.221 2.321 0.089 43.393 41.782
32.400 -19.466 -0.584 -19.487 -0.558 -19.508 -0.544 -19.516 -0.556 -19.517 -0.569 -19.497 -0.678 8.910 0.225 2.309 0.091 43.379 41.772
32.800 -19.434 -0.580 -19.456 -0.553 -19.479 -0.539 -19.488 -0.551 -19.489 -0.565 -19.472 -0.675 8.865 0.228 2.297 0.093 43.366 41.763
33.200 -19.402 -0.575 -19.425 -0.548 -19.449 -0.534 -19.459 -0.546 -19.462 -0.560 -19.448 -0.671 8.819 0.232 2.284 0.095 43.352 41.753
33.600 -19.371 -0.570 -19.394 -0.543 -19.420 -0.528 -19.431 -0.541 -19.434 -0.555 -19.424 -0.668 8.775 0.235 2.272 0.096 43.338 41.743
34.000 -19.339 -0.565 -19.363 -0.537 -19.390 -0.522 -19.403 -0.535 -19.407 -0.549 -19.400 -0.664 8.731 0.239 2.259 0.098 43.325 41.732
34.400 -19.307 -0.559 -19.332 -0.531 -19.361 -0.515 -19.375 -0.529 -19.379 -0.543 -19.376 -0.659 8.688 0.242 2.247 0.100 43.312 41.721
34.800 -19.275 -0.553 -19.301 -0.524 -19.331 -0.508 -19.347 -0.522 -19.352 -0.537 -19.352 -0.654 8.645 0.245 2.235 0.102 43.298 41.710
35.200 -19.244 -0.547 -19.271 -0.517 -19.302 -0.501 -19.319 -0.515 -19.325 -0.530 -19.328 -0.649 8.603 0.248 2.222 0.103 43.285 41.699
35.600 -19.212 -0.540 -19.240 -0.509 -19.273 -0.493 -19.291 -0.507 -19.298 -0.523 -19.305 -0.644 8.562 0.251 2.210 0.105 43.272 41.687
36.000 -19.181 -0.532 -19.209 -0.501 -19.244 -0.485 -19.263 -0.499 -19.271 -0.515 -19.281 -0.639 8.521 0.254 2.198 0.106 43.259 41.676
36.400 -19.150 -0.525 -19.179 -0.493 -19.215 -0.476 -19.236 -0.491 -19.244 -0.507 -19.258 -0.633 8.481 0.257 2.186 0.108 43.246 41.664
36.800 -19.118 -0.517 -19.149 -0.484 -19.186 -0.467 -19.208 -0.482 -19.217 -0.498 -19.234 -0.627 8.441 0.260 2.174 0.109 43.233 41.651
37.200 -19.087 -0.509 -19.119 -0.475 -19.158 -0.457 -19.181 -0.472 -19.190 -0.490 -19.211 -0.621 8.402 0.262 2.162 0.111 43.220 41.639
37.600 -19.056 -0.500 -19.089 -0.466 -19.129 -0.447 -19.154 -0.463 -19.164 -0.480 -19.188 -0.614 8.364 0.265 2.150 0.112 43.207 41.626
38.000 -19.026 -0.492 -19.059 -0.456 -19.101 -0.436 -19.127 -0.453 -19.138 -0.471 -19.165 -0.608 8.327 0.267 2.138 0.114 43.195 41.613
38.400 -18.995 -0.482 -19.029 -0.446 -19.073 -0.425 -19.100 -0.443 -19.111 -0.461 -19.142 -0.601 8.290 0.269 2.126 0.115 43.182 41.600
38.800 -18.965 -0.473 -19.000 -0.435 -19.045 -0.414 -19.073 -0.432 -19.085 -0.451 -19.120 -0.594 8.253 0.271 2.115 0.116 43.170 41.587
39.200 -18.935 -0.464 -18.970 -0.424 -19.017 -0.403 -19.047 -0.421 -19.060 -0.441 -19.097 -0.586 8.218 0.273 2.103 0.117 43.157 41.574
39.600 -18.904 -0.454 -18.941 -0.413 -18.990 -0.390 -19.021 -0.409 -19.034 -0.430 -19.075 -0.579 8.183 0.275 2.091 0.118 43.145 41.560
40.000 -18.875 -0.444 -18.912 -0.402 -18.962 -0.378 -18.995 -0.398 -19.009 -0.419 -19.053 -0.572 8.148 0.277 2.080 0.120 43.133 41.547
40.400 -18.845 -0.434 -18.883 -0.390 -18.935 -0.365 -18.969 -0.386 -18.984 -0.408 -19.032 -0.564 8.114 0.279 2.069 0.121 43.121 41.533
40.800 -18.816 -0.423 -18.855 -0.378 -18.908 -0.352 -18.943 -0.373 -18.959 -0.396 -19.010 -0.556 8.081 0.281 2.057 0.122 43.109 41.519
41.200 -18.786 -0.413 -18.827 -0.366 -18.882 -0.339 -18.918 -0.361 -18.934 -0.384 -18.989 -0.549 8.049 0.282 2.046 0.123 43.098 41.505
41.600 -18.758 -0.402 -18.799 -0.354 -18.855 -0.325 -18.893 -0.348 -18.910 -0.373 -18.968 -0.541 8.017 0.283 2.035 0.123 43.086 41.490
42.000 -18.729 -0.392 -18.771 -0.341 -18.829 -0.311 -18.868 -0.335 -18.886 -0.361 -18.947 -0.533 7.985 0.285 2.024 0.124 43.074 41.476
42.400 -18.700 -0.381 -18.744 -0.328 -18.803 -0.296 -18.843 -0.322 -18.862 -0.348 -18.926 -0.525 7.955 0.286 2.013 0.125 43.063 41.461
42.800 -18.672 -0.371 -18.716 -0.316 -18.778 -0.282 -18.819 -0.308 -18.838 -0.336 -18.906 -0.517 7.925 0.287 2.002 0.126 43.052 41.446
43.200 -18.644 -0.360 -18.689 -0.303 -18.752 -0.267 -18.795 -0.295 -18.815 -0.324 -18.886 -0.509 7.895 0.288 1.991 0.126 43.041 41.430
43.600 -18.617 -0.350 -18.663 -0.290 -18.727 -0.251 -18.772 -0.281 -18.792 -0.311 -18.867 -0.502 7.866 0.289 1.981 0.127 43.029 41.415
44.000 -18.589 -0.340 -18.636 -0.277 -18.703 -0.236 -18.748 -0.267 -18.770 -0.299 -18.847 -0.494 7.837 0.289 1.971 0.127 43.019 41.399
44.400 -18.562 -0.330 -18.610 -0.264 -18.678 -0.220 -18.725 -0.253 -18.747 -0.287 -18.828 -0.487 7.808 0.290 1.960 0.128 43.008 41.383
44.800 -18.536 -0.320 -18.585 -0.252 -18.654 -0.204 -18.702 -0.239 -18.725 -0.275 -18.809 -0.479 7.780 0.291 1.951 0.128 42.997 41.367
45.200 -18.509 -0.311 -18.559 -0.239 -18.630 -0.188 -18.680 -0.226 -18.704 -0.263 -18.791 -0.472 7.751 0.291 1.941 0.129 42.986 41.351
45.600 -18.483 -0.302 -18.534 -0.227 -18.607 -0.172 -18.658 -0.212 -18.682 -0.251 -18.773 -0.465 7.723 0.292 1.932 0.129 42.976 41.335
46.000 -18.457 -0.293 -18.510 -0.216 -18.584 -0.155 -18.636 -0.199 -18.661 -0.240 -18.755 -0.458 7.694 0.293 1.923 0.130 42.966 41.318
46.400 -18.432 -0.285 -18.485 -0.205 -18.561 -0.139 -18.615 -0.186 -18.641 -0.230 -18.738 -0.451 7.665 0.295 1.915 0.131 42.955 41.301
46.800 -18.407 -0.278 -18.461 -0.194 -18.539 -0.122 -18.594 -0.174 -18.621 -0.219 -18.721 -0.445 7.635 0.297 1.907 0.132 42.945 41.284
47.200 -18.382 -0.272 -18.438 -0.185 -18.517 -0.105 -18.574 -0.162 -18.601 -0.210 -18.704 -0.439 7.605 0.300 1.900 0.134 42.935 41.266
47.600 -18.358 -0.266 -18.414 -0.177 -18.496 -0.089 -18.554 -0.151 -18.581 -0.202 -18.688 -0.433 7.572 0.305 1.894 0.136 42.924 41.248
48.000 -18.334 -0.261 -18.392 -0.169 -18.475 -0.073 -18.534 -0.142 -18.562 -0.194 -18.672 -0.427 7.538 0.311 1.888 0.140 42.914 41.228
48.400 -18.311 -0.257 -18.369 -0.164 -18.454 -0.057 -18.515 -0.134 -18.544 -0.187 -18.657 -0.421 7.501 0.319 1.884 0.144 42.904 41.204
48.800 -18.288 -0.254 -18.347 -0.160 -18.434 -0.044 -18.496 -0.127 -18.526 -0.182 -18.642 -0.416 7.462 0.328 1.882 0.149 42.893 41.176
49.200 -18.265 -0.252 -18.326 -0.157 -18.414 -0.033 -18.477 -0.123 -18.508 -0.178 -18.627 -0.411 7.422 0.334 1.881 0.154 42.884 41.144
49.600 -18.243 -0.251 -18.305 -0.156 -18.395 -0.031 -18.459 -0.120 -18.491 -0.175 -18.613 -0.406 7.384 0.335 1.882 0.156 42.875 41.118
50.000 -18.221 -0.250 -18.284 -0.157 -18.376 -0.037 -18.442 -0.120 -18.474 -0.173 -18.599 -0.402 7.348 0.331 1.883 0.155 42.867 41.106
50.400 -18.199 -0.250 -18.264 -0.159 -18.357 -0.048 -18.425 -0.121 -18.458 -0.173 -18.586 -0.397 7.315 0.323 1.885 0.153 42.861 41.103
50.800 -18.178 -0.251 -18.244 -0.163 -18.339 -0.061 -18.408 -0.124 -18.442 -0.173 -18.573 -0.393 7.284 0.314 1.888 0.150 42.854 41.103
51.200 -18.158 -0.253 -18.224 -0.167 -18.322 -0.074 -18.392 -0.128 -18.426 -0.175 -18.560 -0.389 7.252 0.307 1.891 0.148 42.848 41.102
51.600 -18.138 -0.255 -18.206 -0.172 -18.305 -0.087 -18.377 -0.133 -18.411 -0.177 -18.548 -0.385 7.219 0.302 1.894 0.147 42.842 41.099
52.000 -18.118 -0.257 -18.187 -0.178 -18.288 -0.099 -18.362 -0.139 -18.397 -0.180 -18.536 -0.381 7.184 0.298 1.899 0.147 42.835 41.096
52.400 -18.099 -0.260 -18.169 -0.184 -18.272 -0.111 -18.347 -0.146 -18.383 -0.183 -18.525 -0.377 7.148 0.296 1.905 0.148 42.829 41.093
52.800 -18.080 -0.263 -18.152 -0.190 -18.257 -0.122 -18.333 -0.152 -18.370 -0.186 -18.514 -0.374 7.112 0.294 1.911 0.149 42.823 41.090
53.200 -18.062 -0.266 -18.135 -0.196 -18.242 -0.133 -18.319 -0.158 -18.357 -0.190 -18.504 -0.370 7.074 0.293 1.918 0.150 42.817 41.087
53.600 -18.044 -0.269 -18.118 -0.202 -18.227 -0.142 -18.306 -0.164 -18.344 -0.193 -18.494 -0.366 7.037 0.292 1.926 0.152 42.812 41.084
54.000 -18.026 -0.272 -18.102 -0.208 -18.213 -0.151 -18.293 -0.170 -18.332 -0.197 -18.485 -0.362 6.998 0.292 1.935 0.154 42.806 41.081
54.400 -18.010 -0.275 -18.086 -0.213 -18.199 -0.159 -18.281 -0.175 -18.321 -0.200 -18.476 -0.359 6.960 0.291 1.944 0.156 42.801 41.079
54.800 -17.993 -0.278 -18.071 -0.218 -18.186 -0.167 -18.270 -0.180 -18.310 -0.203 -18.468 -0.355 6.923 0.290 1.954 0.158 42.796 41.076
55.200 -17.977 -0.280 -18.057 -0.223 -18.174 -0.173 -18.259 -0.185 -18.299 -0.205 -18.460 -0.351 6.896 0.291 1.958 0.159 42.791 41.076
55.600 -17.962 -0.283 -18.043 -0.227 -18.162 -0.179 -18.248 -0.188 -18.290 -0.207 -18.453 -0.346 6.863 0.290 1.966 0.161 42.786 41.075
56.000 -17.947 -0.284 -18.029 -0.231 -18.150 -0.184 -18.238 -0.192 -18.280 -0.209 -18.446 -0.342 6.811 0.288 1.986 0.164 42.782 41.071
56.400 -17.932 -0.286 -18.016 -0.234 -18.139 -0.189 -18.228 -0.194 -18.271 -0.210 -18.439 -0.337 6.784 0.288 1.992 0.165 42.777 41.071
56.800 -17.918 -0.287 -18.003 -0.236 -18.129 -0.192 -18.219 -0.196 -18.263 -0.210 -18.434 -0.332 6.737 0.285 2.010 0.168 42.773 41.068
57.200 -17.904 -0.288 -17.991 -0.238 -18.119 -0.195 -18.211 -0.197 -18.255 -0.210 -18.428 -0.327 6.711 0.285 2.017 0.169 42.770 41.068
57.600 -17.891 -0.288 -17.980 -0.239 -18.110 -0.197 -18.203 -0.198 -18.248 -0.210 -18.423 -0.322 6.666 0.282 2.036 0.171 42.766 41.066
58.000 -17.879 -0.288 -17.969 -0.240 -18.101 -0.198 -18.196 -0.198 -18.242 -0.209 -18.419 -0.316 6.640 0.282 2.044 0.173 42.763 41.065
58.400 -17.867 -0.287 -17.958 -0.240 -18.093 -0.198 -18.189 -0.197 -18.236 -0.207 -18.415 -0.310 6.597 0.279 2.064 0.175 42.760 41.064
58.800 -17.855 -0.286 -17.948 -0.240 -18.085 -0.198 -18.183 -0.196 -18.230 -0.205 -18.411 -0.304 6.571 0.278 2.074 0.176 42.757 41.063
59.200 -17.844 -0.284 -17.939 -0.239 -18.078 -0.197 -18.177 -0.194 -18.225 -0.202 -18.408 -0.298 6.539 0.276 2.088 0.177 42.754 41.062
59.600 -17.834 -0.282 -17.930 -0.237 -18.071 -0.195 -18.172 -0.191 -18.221 -0.199 -18.406 -0.291 6.506 0.273 2.103 0.179 42.752 41.061
60.000 -17.824 -0.280 -17.921 -0.235 -18.065 -0.193 -18.168 -0.188 -18.217 -0.195 -18.404 -0.285 6.472 0.271 2.120 0.180 42.750 41.060
60.400 -17.814 -0.277 -17.914 -0.233 -18.060 -0.190 -18.164 -0.184 -18.214 -0.190 -18.403 -0.278 6.439 0.268 2.137 0.181 42.748 41.059
60.800 -17.805 -0.274 -17.906 -0.229 -18.055 -0.187 -18.161 -0.180 -18.211 -0.186 -18.402 -0.270 6.407 0.266 2.154 0.182 42.746 41.057
61.200 -17.797 -0.270 -17.899 -0.226 -18.050 -0.183 -18.158 -0.175 -18.209 -0.180 -18.401 -0.263 6.374 0.263 2.173 0.183 42.745 41.055
61.600 -17.789 -0.266 -17.893 -0.222 -18.047 -0.179 -18.156 -0.170 -18.207 -0.175 -18.401 -0.256 6.343 0.259 2.191 0.184 42.743 41.053
62.000 -17.781 -0.261 -17.887 -0.217 -18.044 -0.174 -18.154 -0.164 -18.207 -0.169 -18.402 -0.248 6.311 0.256 2.211 0.185 42.742 41.051
62.400 -17.774 -0.257 -17.882 -0.213 -18.041 -0.168 -18.153 -0.158 -18.206 -0.162 -18.402 -0.241 6.281 0.253 2.231 0.186 42.742 41.048
62.800 -17.768 -0.252 -17.878 -0.207 -18.039 -0.163 -18.153 -0.152 -18.206 -0.156 -18.404 -0.233 6.250 0.249 2.251 0.186 42.741 41.045
63.200 -17.762 -0.247 -17.874 -0.202 -18.038 -0.157 -18.153 -0.146 -18.207 -0.149 -18.406 -0.226 6.221 0.245 2.272 0.186 42.741 41.042
63.600 -17.756 -0.241 -17.870 -0.196 -18.037 -0.151 -18.154 -0.139 -18.209 -0.143 -18.408 -0.219 6.192 0.241 2.293 0.186 42.741 41.038
64.000 -17.752 -0.236 -17.867 -0.190 -18.037 -0.145 -18.155 -0.133 -18.211 -0.136 -18.411 -0.212 6.164 0.236 2.315 0.186 42.741 41.033
64.400 -17.747 -0.230 -17.865 -0.184 -18.037 -0.139 -18.157 -0.127 -18.213 -0.130 -18.414 -0.205 6.135 0.232 2.338 0.185 42.742 41.029
64.800 -17.743 -0.224 -17.863 -0.178 -18.038 -0.133 -18.160 -0.120 -18.216 -0.124 -18.417 -0.199 6.109 0.227 2.360 0.184 42.743 41.024
65.200 -17.740 -0.218 -17.861 -0.172 -18.040 -0.127 -18.163 -0.115 -18.220 -0.119 -18.421 -0.193 6.085 0.222 2.382 0.183 42.744 41.019
65.600 -17.737 -0.212 -17.861 -0.166 -18.042 -0.121 -18.167 -0.110 -18.224 -0.115 -18.425 -0.188 6.061 0.216 2.404 0.181 42.745 41.015
66.000 -17.734 -0.207 -17.860 -0.160 -18.044 -0.116 -18.171 -0.106 -18.229 -0.111 -18.430 -0.184 6.039 0.210 2.425 0.180 42.746 41.011
66.400 -17.732 -0.201 -17.860 -0.154 -18.048 -0.112 -18.176 -0.103 -18.234 -0.108 -18.434 -0.181 6.018 0.204 2.447 0.177 42.748 41.009
66.800 -17.731 -0.195 -17.861 -0.149 -18.052 -0.108 -18.181 -0.101 -18.240 -0.106 -18.440 -0.178 5.998 0.198 2.469 0.175 42.750 41.008
67.200 -17.730 -0.190 -17.862 -0.143 -18.056 -0.104 -18.187 -0.099 -18.246 -0.106 -18.445 -0.176 5.980 0.191 2.489 0.172 42.752 41.008
67.600 -17.729 -0.185 -17.864 -0.138 -18.061 -0.101 -18.194 -0.099 -18.253 -0.106 -18.451 -0.176 5.964 0.185 2.510 0.169 42.754 41.008
68.000 -17.729 -0.181 -17.866 -0.133 -18.066 -0.099 -18.200 -0.099 -18.260 -0.106 -18.456 -0.176 5.949 0.178 2.530 0.165 42.757 41.008
68.400 -17.730 -0.177 -17.869 -0.129 -18.072 -0.097 -18.207 -0.099 -18.267 -0.107 -18.462 -0.177 5.935 0.172 2.549 0.162 42.759 41.008
68.800 -17.730 -0.173 -17.872 -0.125 -18.078 -0.095 -18.215 -0.100 -18.274 -0.109 -18.468 -0.178 5.922 0.165 2.568 0.158 42.762 41.006
69.200 -17.731 -0.170 -17.876 -0.121 -18.085 -0.093 -18.222 -0.100 -18.282 -0.110 -18.474 -0.181 5.910 0.159 2.586 0.154 42.764 41.003
69.600 -17.733 -0.167 -17.880 -0.118 -18.092 -0.091 -18.230 -0.101 -18.289 -0.111 -18.480 -0.183 5.898 0.152 2.605 0.149 42.767 40.998
70.000 -17.734 -0.165 -17.884 -0.116 -18.099 -0.089 -18.237 -0.101 -18.297 -0.112 -18.486 -0.186 5.887 0.146 2.623 0.145 42.770 40.991
70.400 -17.736 -0.164 -17.889 -0.114 -18.106 -0.087 -18.245 -0.101 -18.305 -0.113 -18.492 -0.189 5.877 0.140 2.641 0.141 42.773 40.981
70.800 -17.738 -0.163 -17.893 -0.112 -18.113 -0.084 -18.253 -0.100 -18.312 -0.114 -18.497 -0.192 5.866 0.133 2.659 0.136 42.775 40.970
71.200 -17.739 -0.162 -17.898 -0.110 -18.120 -0.081 -18.260 -0.099 -18.319 -0.114 -18.502 -0.195 5.855 0.127 2.677 0.131 42.778 40.957
71.600 -17.740 -0.161 -17.902 -0.108 -18.127 -0.077 -18.267 -0.098 -18.326 -0.114 -18.507 -0.198 5.844 0.121 2.695 0.127 42.781 40.941
72.000 -17.741 -0.161 -17.906 -0.107 -18.133 -0.072 -18.274 -0.096 -18.332 -0.113 -18.511 -0.200 5.832 0.116 2.713 0.122 42.783 40.924
72.400 -17.742 -0.161 -17.909 -0.106 -18.139 -0.067 -18.279 -0.093 -18.338 -0.112 -18.515 -0.203 5.819 0.111 2.731 0.118 42.785 40.906
72.800 -17.742 -0.162 -17.911 -0.104 -18.144 -0.062 -18.285 -0.090 -18.343 -0.111 -18.518 -0.205 5.806 0.106 2.749 0.114 42.787 40.887
73.200 -17.741 -0.162 -17.913 -0.104 -18.148 -0.056 -18.289 -0.088 -18.347 -0.110 -18.521 -0.207 5.793 0.101 2.766 0.110 42.788 40.868
73.600 -17.739 -0.163 -17.913 -0.103 -18.151 -0.050 -18.292 -0.085 -18.350 -0.109 -18.523 -0.209 5.778 0.098 2.784 0.107 42.789 40.850
74.000 -17.736 -0.165 -17.913 -0.103 -18.153 -0.043 -18.294 -0.082 -18.352 -0.107 -18.524 -0.211 5.763 0.095 2.801 0.105 42.790 40.833
74.400 -17.733 -0.166 -17.911 -0.104 -18.154 -0.038 -18.295 -0.080 -18.353 -0.106 -18.525 -0.212 5.749 0.092 2.816 0.104 42.790 40.818
74.800 -17.728 -0.168 -17.908 -0.105 -18.153 -0.034 -18.295 -0.078 -18.352 -0.105 -18.525 -0.213 5.732 0.090 2.833 0.102 42.790 40.810
75.200 -17.722 -0.170 -17.904 -0.107 -18.150 -0.033 -18.293 -0.077 -18.351 -0.104 -18.524 -0.214 5.716 0.089 2.847 0.102 42.790 40.806
75.600 -17.716 -0.172 -17.899 -0.110 -18.146 -0.036 -18.290 -0.076 -18.348 -0.104 -18.523 -0.214 5.702 0.087 2.859 0.101 42.789 40.807
76.000 -17.708 -0.175 -17.892 -0.113 -18.140 -0.042 -18.285 -0.077 -18.344 -0.104 -18.521 -0.214 5.688 0.087 2.869 0.101 42.788 40.813
76.400 -17.699 -0.178 -17.884 -0.117 -18.133 -0.049 -18.279 -0.078 -18.339 -0.104 -18.518 -0.214 5.675 0.087 2.877 0.102 42.786 40.820
76.800 -17.689 -0.181 -17.874 -0.122 -18.124 -0.057 -18.272 -0.080 -18.332 -0.104 -18.514 -0.214 5.661 0.088 2.884 0.103 42.784 40.831
77.200 -17.677 -0.184 -17.863 -0.126 -18.114 -0.064 -18.263 -0.083 -18.324 -0.105 -18.510 -0.213 5.646 0.089 2.889 0.105 42.782 40.844
77.600 -17.665 -0.188 -17.851 -0.131 -18.103 -0.072 -18.254 -0.085 -18.316 -0.105 -18.505 -0.212 5.631 0.092 2.895 0.108 42.778 40.858
78.000 -17.652 -0.191 -17.839 -0.136 -18.091 -0.079 -18.243 -0.088 -18.306 -0.106 -18.500 -0.211 5.615 0.094 2.900 0.112 42.775 40.875
78.400 -17.638 -0.194 -17.825 -0.141 -18.077 -0.085 -18.231 -0.091 -18.296 -0.107 -18.493 -0.210 5.599 0.097 2.905 0.117 42.771 40.893
78.800 -17.624 -0.198 -17.810 -0.146 -18.063 -0.092 -18.219 -0.094 -18.284 -0.108 -18.487 -0.208 5.581 0.101 2.910 0.122 42.767 40.911
79.200 -17.608 -0.201 -17.795 -0.150 -18.049 -0.097 -18.206 -0.096 -18.272 -0.109 -18.480 -0.206 5.563 0.105 2.914 0.127 42.763 40.931
79.600 -17.592 -0.204 -17.778 -0.154 -18.033 -0.103 -18.192 -0.099 -18.260 -0.110 -18.472 -0.204 5.544 0.109 2.919 0.133 42.759 40.950
80.000 -17.576 -0.206 -17.762 -0.158 -18.017 -0.107 -18.178 -0.101 -18.247 -0.110 -18.464 -0.202 5.524 0.113 2.925 0.139 42.754 40.969
80.400 -17.559 -0.209 -17.745 -0.162 -18.001 -0.111 -18.163 -0.103 -18.233 -0.111 -18.456 -0.200 5.504 0.117 2.930 0.145 42.749 40.988
80.800 -17.541 -0.211 -17.727 -0.165 -17.985 -0.115 -18.149 -0.105 -18.220 -0.112 -18.447 -0.197 5.483 0.122 2.936 0.152 42.744 41.007
81.200 -17.524 -0.213 -17.710 -0.167 -17.968 -0.118 -18.134 -0.107 -18.206 -0.112 -18.439 -0.195 5.462 0.126 2.943 0.159 42.740 41.025
81.600 -17.506 -0.214 -17.692 -0.170 -17.951 -0.121 -18.119 -0.108 -18.192 -0.113 -18.430 -0.192 5.440 0.130 2.950 0.165 42.735 41.042
82.000 -17.488 -0.215 -17.674 -0.172 -17.935 -0.123 -18.104 -0.109 -18.178 -0.113 -18.421 -0.189 5.418 0.134 2.958 0.172 42.730 41.058
82.400 -17.470 -0.216 -17.657 -0.173 -17.918 -0.125 -18.089 -0.110 -18.164 -0.113 -18.413 -0.186 5.396 0.138 2.966 0.178 42.726 41.074
82.800 -17.453 -0.216 -17.639 -0.174 -17.902 -0.126 -18.074 -0.111 -18.151 -0.113 -18.404 -0.183 5.374 0.141 2.975 0.185 42.721 41.088
83.200 -17.435 -0.217 -17.622 -0.175 -17.886 -0.128 -18.060 -0.111 -18.138 -0.113 -18.396 -0.181 5.352 0.144 2.984 0.191 42.717 41.102
83.600 -17.418 -0.216 -17.605 -0.175 -17.871 -0.129 -18.047 -0.112 -18.125 -0.113 -18.388 -0.178 5.331 0.147 2.994 0.197 42.713 41.115
84.000 -17.401 -0.216 -17.589 -0.175 -17.856 -0.129 -18.034 -0.112 -18.113 -0.113 -18.380 -0.175 5.309 0.150 3.005 0.202 42.709 41.127
84.400 -17.385 -0.215 -17.573 -0.175 -17.842 -0.130 -18.021 -0.113 -18.101 -0.113 -18.373 -0.173 5.288 0.152 3.017 0.207 42.705 41.138
84.800 -17.369 -0.214 -17.558 -0.174 -17.829 -0.130 -18.010 -0.113 -18.091 -0.113 -18.366 -0.171 5.272 0.153 3.022 0.211 42.701 41.148
85.200 -17.354 -0.212 -17.544 -0.173 -17.816 -0.130 -17.999 -0.114 -18.081 -0.114 -18.360 -0.169 5.254 0.155 3.032 0.215 42.698 41.157
85.600 -17.340 -0.211 -17.530 -0.172 -17.805 -0.130 -17.989 -0.114 -18.072 -0.114 -18.354 -0.168 5.236 0.155 3.044 0.219 42.696 41.166
86.000 -17.327 -0.209 -17.518 -0.171 -17.794 -0.130 -17.980 -0.115 -18.064 -0.115 -18.349 -0.167 5.218 0.156 3.056 0.222 42.693 41.174
86.400 -17.314 -0.207 -17.506 -0.169 -17.785 -0.130 -17.973 -0.115 -18.057 -0.115 -18.345 -0.166 5.201 0.156 3.068 0.224 42.691 41.182
86.800 -17.303 -0.204 -17.495 -0.167 -17.777 -0.129 -17.966 -0.116 -18.051 -0.115 -18.342 -0.167 5.186 0.156 3.079 0.227 42.689 41.189
87.200 -17.293 -0.202 -17.486 -0.165 -17.769 -0.128 -17.960 -0.116 -18.046 -0.116 -18.339 -0.168 5.173 0.155 3.089 0.228 42.688 41.195
87.600 -17.283 -0.200 -17.478 -0.163 -17.763 -0.127 -17.955 -0.115 -18.041 -0.116 -18.337 -0.169 5.161 0.155 3.099 0.230 42.686 41.200
88.000 -17.275 -0.197 -17.471 -0.160 -17.758 -0.125 -17.952 -0.115 -18.038 -0.116 -18.336 -0.171 5.152 0.154 3.107 0.230 42.685 41.204
