"Time (MJD)" B-4369.53 B-4369.53_err UVM2-2245.03 UVM2-2245.03_err UVW1-2681.67 UVW1-2681.67_err UVW2-2083.95 UVW2-2083.95_err V-5467.57 V-5467.57_err g-4671.78 g-4671.78_err i-7457.89 i-7457.89_err i-7503.03 i-7503.03_err r-6141.12 r-6141.12_err r-6155.47 r-6155.47_err u-3608.04 u-3608.04_err z-8922.78 z-8922.78_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
11.800 -18.853 -0.121 -19.213 -0.107 -20.123 -0.112 -20.960 -0.108 -21.168 -0.074 -21.267 -0.059 -21.314 -0.092 -21.217 -0.099 -21.214 -0.100 -21.057 -0.064 -21.053 -0.065 -20.906 -0.098 9.952 0.168 4.229 0.144 44.097 42.559
12.200 -18.815 -0.114 -19.176 -0.100 -20.092 -0.106 -20.925 -0.103 -21.135 -0.070 -21.240 -0.055 -21.297 -0.089 -21.202 -0.095 -21.200 -0.095 -21.043 -0.059 -21.040 -0.060 -20.900 -0.092 9.907 0.161 4.221 0.138 44.088 42.533
12.600 -18.776 -0.108 -19.139 -0.093 -20.060 -0.101 -20.889 -0.097 -21.102 -0.066 -21.212 -0.051 -21.279 -0.085 -21.187 -0.091 -21.185 -0.091 -21.029 -0.054 -21.026 -0.056 -20.894 -0.086 9.862 0.154 4.213 0.132 44.078 42.504
13.000 -18.737 -0.102 -19.101 -0.087 -20.026 -0.096 -20.852 -0.093 -21.068 -0.062 -21.182 -0.048 -21.261 -0.082 -21.172 -0.087 -21.170 -0.087 -21.016 -0.050 -21.013 -0.052 -20.887 -0.081 9.816 0.145 4.205 0.126 44.068 42.472
13.400 -18.698 -0.097 -19.062 -0.083 -19.991 -0.092 -20.813 -0.089 -21.032 -0.059 -21.152 -0.046 -21.242 -0.079 -21.157 -0.083 -21.155 -0.083 -21.002 -0.048 -20.999 -0.049 -20.880 -0.076 9.768 0.136 4.197 0.118 44.058 42.437
13.800 -18.659 -0.094 -19.024 -0.079 -19.954 -0.090 -20.773 -0.085 -20.997 -0.057 -21.121 -0.045 -21.222 -0.076 -21.141 -0.079 -21.139 -0.080 -20.988 -0.045 -20.985 -0.047 -20.873 -0.072 9.721 0.127 4.188 0.111 44.048 42.399
14.200 -18.620 -0.091 -18.985 -0.077 -19.916 -0.088 -20.732 -0.082 -20.960 -0.055 -21.089 -0.046 -21.202 -0.073 -21.126 -0.076 -21.124 -0.077 -20.974 -0.043 -20.971 -0.045 -20.865 -0.068 9.673 0.118 4.180 0.103 44.037 42.358
14.600 -18.581 -0.090 -18.945 -0.076 -19.875 -0.087 -20.690 -0.080 -20.924 -0.054 -21.057 -0.046 -21.182 -0.070 -21.110 -0.073 -21.108 -0.074 -20.960 -0.042 -20.958 -0.044 -20.857 -0.066 9.627 0.109 4.171 0.096 44.027 42.317
15.000 -18.543 -0.090 -18.906 -0.076 -19.833 -0.087 -20.647 -0.078 -20.887 -0.054 -21.024 -0.047 -21.161 -0.067 -21.094 -0.071 -21.092 -0.071 -20.947 -0.041 -20.944 -0.042 -20.848 -0.064 9.580 0.102 4.162 0.089 44.017 42.277
15.400 -18.505 -0.091 -18.867 -0.077 -19.789 -0.087 -20.603 -0.076 -20.850 -0.054 -20.992 -0.049 -21.139 -0.065 -21.078 -0.069 -21.076 -0.069 -20.933 -0.040 -20.931 -0.041 -20.839 -0.062 9.534 0.097 4.155 0.084 44.007 42.239
15.800 -18.466 -0.092 -18.828 -0.080 -19.743 -0.089 -20.558 -0.075 -20.813 -0.054 -20.959 -0.050 -21.118 -0.062 -21.061 -0.067 -21.059 -0.067 -20.920 -0.039 -20.918 -0.040 -20.829 -0.061 9.486 0.093 4.148 0.080 43.997 42.207
16.200 -18.428 -0.095 -18.788 -0.083 -19.697 -0.091 -20.512 -0.074 -20.776 -0.055 -20.926 -0.052 -21.096 -0.059 -21.045 -0.065 -21.043 -0.066 -20.907 -0.037 -20.905 -0.039 -20.819 -0.060 9.437 0.091 4.144 0.077 43.987 42.181
16.600 -18.390 -0.098 -18.748 -0.086 -19.649 -0.093 -20.466 -0.073 -20.739 -0.055 -20.893 -0.053 -21.073 -0.057 -21.028 -0.064 -21.026 -0.064 -20.895 -0.036 -20.893 -0.037 -20.809 -0.059 9.386 0.090 4.141 0.076 43.977 42.163
17.000 -18.352 -0.101 -18.707 -0.090 -19.600 -0.096 -20.419 -0.072 -20.702 -0.056 -20.860 -0.055 -21.051 -0.055 -21.011 -0.063 -21.009 -0.063 -20.882 -0.034 -20.880 -0.036 -20.799 -0.058 9.332 0.092 4.140 0.077 43.967 42.153
17.400 -18.313 -0.104 -18.667 -0.094 -19.551 -0.099 -20.371 -0.071 -20.665 -0.057 -20.827 -0.056 -21.028 -0.052 -20.994 -0.062 -20.993 -0.063 -20.870 -0.032 -20.868 -0.034 -20.789 -0.058 9.275 0.095 4.143 0.078 43.957 42.149
17.800 -18.275 -0.108 -18.626 -0.097 -19.501 -0.101 -20.324 -0.070 -20.629 -0.058 -20.795 -0.057 -21.004 -0.050 -20.977 -0.062 -20.975 -0.063 -20.858 -0.031 -20.856 -0.033 -20.778 -0.057 9.215 0.099 4.148 0.081 43.947 42.150
18.200 -18.236 -0.111 -18.584 -0.101 -19.450 -0.104 -20.276 -0.069 -20.592 -0.058 -20.762 -0.058 -20.981 -0.049 -20.959 -0.062 -20.958 -0.063 -20.846 -0.029 -20.844 -0.031 -20.768 -0.056 9.149 0.104 4.158 0.085 43.936 42.155
18.600 -18.197 -0.115 -18.542 -0.105 -19.399 -0.106 -20.227 -0.067 -20.556 -0.059 -20.730 -0.059 -20.958 -0.048 -20.942 -0.062 -20.941 -0.063 -20.835 -0.028 -20.833 -0.030 -20.757 -0.056 9.079 0.109 4.173 0.089 43.926 42.162
19.000 -18.158 -0.118 -18.500 -0.108 -19.347 -0.109 -20.179 -0.066 -20.520 -0.059 -20.698 -0.059 -20.934 -0.047 -20.925 -0.062 -20.924 -0.063 -20.823 -0.027 -20.822 -0.029 -20.747 -0.055 9.004 0.115 4.193 0.095 43.916 42.171
19.400 -18.119 -0.121 -18.458 -0.111 -19.295 -0.111 -20.131 -0.065 -20.484 -0.059 -20.667 -0.060 -20.910 -0.046 -20.907 -0.063 -20.906 -0.063 -20.812 -0.027 -20.811 -0.029 -20.736 -0.055 8.923 0.122 4.218 0.102 43.905 42.181
19.800 -18.079 -0.123 -18.416 -0.113 -19.243 -0.113 -20.082 -0.063 -20.448 -0.059 -20.635 -0.060 -20.887 -0.045 -20.890 -0.063 -20.889 -0.064 -20.801 -0.027 -20.800 -0.029 -20.726 -0.055 8.839 0.130 4.247 0.110 43.894 42.193
20.200 -18.039 -0.125 -18.373 -0.116 -19.191 -0.115 -20.034 -0.062 -20.413 -0.058 -20.604 -0.060 -20.863 -0.045 -20.872 -0.063 -20.871 -0.064 -20.791 -0.027 -20.789 -0.029 -20.716 -0.056 8.750 0.138 4.280 0.120 43.884 42.206
20.600 -18.000 -0.127 -18.330 -0.117 -19.139 -0.116 -19.986 -0.060 -20.377 -0.058 -20.573 -0.060 -20.840 -0.045 -20.855 -0.064 -20.854 -0.064 -20.780 -0.027 -20.779 -0.030 -20.706 -0.056 8.660 0.146 4.316 0.132 43.873 42.220
21.000 -17.960 -0.129 -18.287 -0.119 -19.086 -0.117 -19.939 -0.059 -20.342 -0.057 -20.542 -0.060 -20.816 -0.044 -20.837 -0.064 -20.837 -0.064 -20.769 -0.029 -20.768 -0.031 -20.696 -0.058 8.567 0.156 4.356 0.146 43.862 42.235
21.400 -17.919 -0.130 -18.243 -0.120 -19.034 -0.118 -19.891 -0.058 -20.306 -0.056 -20.512 -0.060 -20.793 -0.044 -20.820 -0.064 -20.819 -0.064 -20.759 -0.031 -20.757 -0.033 -20.686 -0.059 8.475 0.166 4.397 0.162 43.852 42.251
21.800 -17.879 -0.131 -18.200 -0.121 -18.982 -0.119 -19.844 -0.057 -20.271 -0.054 -20.481 -0.060 -20.770 -0.043 -20.802 -0.064 -20.802 -0.065 -20.748 -0.033 -20.747 -0.035 -20.677 -0.061 8.385 0.176 4.438 0.180 43.841 42.268
22.200 -17.839 -0.131 -18.157 -0.121 -18.930 -0.119 -19.797 -0.057 -20.236 -0.052 -20.451 -0.059 -20.748 -0.043 -20.785 -0.064 -20.785 -0.065 -20.737 -0.035 -20.736 -0.037 -20.668 -0.062 8.297 0.187 4.478 0.199 43.831 42.285
22.600 -17.798 -0.132 -18.113 -0.121 -18.878 -0.119 -19.751 -0.057 -20.201 -0.051 -20.421 -0.059 -20.726 -0.042 -20.768 -0.064 -20.768 -0.064 -20.726 -0.038 -20.725 -0.039 -20.658 -0.063 8.213 0.198 4.515 0.219 43.820 42.301
23.000 -17.758 -0.131 -18.069 -0.121 -18.826 -0.119 -19.705 -0.058 -20.167 -0.049 -20.391 -0.059 -20.704 -0.042 -20.750 -0.064 -20.750 -0.064 -20.715 -0.040 -20.714 -0.042 -20.649 -0.064 8.133 0.209 4.550 0.239 43.810 42.316
23.400 -17.717 -0.131 -18.026 -0.120 -18.775 -0.119 -19.659 -0.059 -20.132 -0.046 -20.361 -0.058 -20.683 -0.042 -20.733 -0.063 -20.733 -0.064 -20.704 -0.042 -20.703 -0.044 -20.640 -0.065 8.059 0.220 4.580 0.260 43.800 42.330
23.800 -17.676 -0.130 -17.982 -0.119 -18.724 -0.118 -19.614 -0.061 -20.098 -0.044 -20.333 -0.057 -20.661 -0.041 -20.715 -0.063 -20.716 -0.063 -20.692 -0.044 -20.692 -0.046 -20.630 -0.065 7.985 0.230 4.611 0.281 43.790 42.342
24.200 -17.635 -0.130 -17.939 -0.118 -18.673 -0.118 -19.569 -0.062 -20.064 -0.041 -20.304 -0.056 -20.640 -0.040 -20.698 -0.062 -20.698 -0.062 -20.680 -0.046 -20.680 -0.047 -20.621 -0.065 7.911 0.241 4.643 0.302 43.779 42.353
24.600 -17.595 -0.129 -17.895 -0.117 -18.623 -0.117 -19.525 -0.064 -20.030 -0.039 -20.276 -0.056 -20.619 -0.039 -20.680 -0.061 -20.681 -0.062 -20.668 -0.047 -20.668 -0.049 -20.611 -0.065 7.837 0.251 4.677 0.324 43.769 42.362
25.000 -17.554 -0.128 -17.852 -0.115 -18.573 -0.116 -19.481 -0.065 -19.997 -0.036 -20.249 -0.055 -20.599 -0.038 -20.663 -0.060 -20.663 -0.061 -20.655 -0.048 -20.655 -0.050 -20.602 -0.065 7.762 0.261 4.712 0.347 43.759 42.370
25.400 -17.513 -0.126 -17.808 -0.113 -18.523 -0.115 -19.437 -0.067 -19.965 -0.034 -20.222 -0.054 -20.578 -0.037 -20.645 -0.060 -20.645 -0.060 -20.642 -0.049 -20.642 -0.051 -20.592 -0.063 7.688 0.270 4.750 0.369 43.749 42.376
25.800 -17.472 -0.125 -17.765 -0.112 -18.474 -0.113 -19.394 -0.068 -19.933 -0.032 -20.196 -0.052 -20.558 -0.035 -20.627 -0.059 -20.627 -0.060 -20.629 -0.050 -20.628 -0.051 -20.582 -0.062 7.615 0.278 4.789 0.390 43.740 42.382
26.200 -17.432 -0.124 -17.722 -0.110 -18.425 -0.112 -19.352 -0.069 -19.902 -0.031 -20.170 -0.051 -20.537 -0.034 -20.608 -0.059 -20.609 -0.059 -20.614 -0.051 -20.614 -0.052 -20.572 -0.060 7.547 0.284 4.827 0.409 43.731 42.386
26.600 -17.391 -0.124 -17.679 -0.109 -18.377 -0.111 -19.310 -0.070 -19.872 -0.030 -20.144 -0.050 -20.517 -0.032 -20.590 -0.058 -20.590 -0.059 -20.600 -0.051 -20.600 -0.053 -20.561 -0.058 7.482 0.289 4.864 0.426 43.723 42.388
27.000 -17.350 -0.123 -17.636 -0.108 -18.329 -0.111 -19.269 -0.071 -19.842 -0.029 -20.119 -0.048 -20.496 -0.030 -20.571 -0.058 -20.571 -0.059 -20.584 -0.052 -20.584 -0.053 -20.551 -0.056 7.434 0.293 4.879 0.439 43.714 42.388
27.400 -17.309 -0.123 -17.593 -0.107 -18.281 -0.110 -19.228 -0.071 -19.812 -0.028 -20.095 -0.046 -20.476 -0.028 -20.552 -0.059 -20.552 -0.059 -20.568 -0.052 -20.569 -0.053 -20.539 -0.054 7.374 0.296 4.915 0.452 43.707 42.387
27.800 -17.269 -0.123 -17.550 -0.106 -18.234 -0.109 -19.188 -0.072 -19.783 -0.027 -20.070 -0.044 -20.455 -0.025 -20.532 -0.059 -20.533 -0.060 -20.552 -0.053 -20.552 -0.054 -20.528 -0.051 7.308 0.298 4.965 0.466 43.700 42.384
28.200 -17.228 -0.124 -17.508 -0.107 -18.188 -0.109 -19.148 -0.072 -19.754 -0.026 -20.046 -0.042 -20.434 -0.023 -20.513 -0.059 -20.513 -0.060 -20.535 -0.053 -20.535 -0.054 -20.516 -0.048 7.237 0.299 5.029 0.481 43.694 42.379
28.600 -17.187 -0.125 -17.466 -0.107 -18.141 -0.109 -19.108 -0.072 -19.725 -0.025 -20.022 -0.040 -20.414 -0.021 -20.493 -0.059 -20.494 -0.060 -20.517 -0.053 -20.518 -0.054 -20.504 -0.046 7.164 0.299 5.100 0.493 43.689 42.372
29.000 -17.147 -0.127 -17.423 -0.109 -18.096 -0.110 -19.069 -0.072 -19.696 -0.025 -19.997 -0.037 -20.393 -0.019 -20.473 -0.060 -20.473 -0.060 -20.499 -0.053 -20.499 -0.054 -20.491 -0.043 7.098 0.295 5.159 0.499 43.683 42.363
29.400 -17.106 -0.129 -17.381 -0.111 -18.050 -0.111 -19.031 -0.072 -19.667 -0.025 -19.972 -0.035 -20.372 -0.019 -20.452 -0.060 -20.453 -0.061 -20.480 -0.052 -20.481 -0.054 -20.478 -0.041 7.052 0.287 5.180 0.492 43.675 42.350
29.800 -17.065 -0.132 -17.339 -0.113 -18.005 -0.112 -18.992 -0.073 -19.638 -0.027 -19.947 -0.032 -20.351 -0.022 -20.432 -0.060 -20.432 -0.061 -20.460 -0.052 -20.461 -0.054 -20.464 -0.038 7.022 0.274 5.162 0.470 43.664 42.333
30.200 -17.024 -0.135 -17.297 -0.116 -17.960 -0.113 -18.954 -0.073 -19.608 -0.028 -19.921 -0.028 -20.330 -0.025 -20.411 -0.060 -20.411 -0.061 -20.440 -0.052 -20.441 -0.053 -20.450 -0.035 7.013 0.259 5.106 0.438 43.653 42.307
30.600 -16.984 -0.139 -17.255 -0.120 -17.916 -0.115 -18.916 -0.073 -19.579 -0.030 -19.894 -0.025 -20.308 -0.029 -20.389 -0.060 -20.390 -0.061 -20.420 -0.052 -20.421 -0.053 -20.434 -0.033 7.002 0.242 5.060 0.407 43.642 42.275
31.000 -16.943 -0.144 -17.213 -0.124 -17.872 -0.117 -18.878 -0.074 -19.548 -0.033 -19.867 -0.022 -20.287 -0.034 -20.368 -0.060 -20.368 -0.061 -20.399 -0.052 -20.399 -0.053 -20.418 -0.030 6.986 0.227 5.025 0.378 43.632 42.239
31.400 -16.902 -0.148 -17.171 -0.128 -17.828 -0.120 -18.840 -0.075 -19.517 -0.035 -19.838 -0.020 -20.265 -0.038 -20.346 -0.060 -20.346 -0.060 -20.377 -0.052 -20.378 -0.053 -20.400 -0.029 6.966 0.213 5.000 0.354 43.623 42.203
31.800 -16.861 -0.153 -17.129 -0.133 -17.784 -0.122 -18.801 -0.076 -19.485 -0.037 -19.809 -0.019 -20.243 -0.042 -20.323 -0.060 -20.324 -0.060 -20.355 -0.052 -20.356 -0.053 -20.382 -0.028 6.941 0.203 4.980 0.338 43.613 42.174
32.200 -16.820 -0.158 -17.088 -0.138 -17.741 -0.125 -18.763 -0.078 -19.453 -0.039 -19.777 -0.019 -20.221 -0.047 -20.301 -0.059 -20.302 -0.060 -20.332 -0.052 -20.333 -0.053 -20.362 -0.028 6.911 0.199 4.966 0.331 43.603 42.159
32.600 -16.779 -0.164 -17.046 -0.143 -17.697 -0.128 -18.724 -0.080 -19.420 -0.041 -19.745 -0.021 -20.198 -0.050 -20.278 -0.058 -20.279 -0.059 -20.309 -0.051 -20.310 -0.052 -20.342 -0.029 6.878 0.199 4.954 0.332 43.592 42.156
33.000 -16.738 -0.170 -17.004 -0.148 -17.654 -0.132 -18.685 -0.083 -19.386 -0.043 -19.711 -0.024 -20.176 -0.054 -20.256 -0.057 -20.256 -0.058 -20.286 -0.051 -20.287 -0.052 -20.320 -0.031 6.844 0.202 4.943 0.336 43.582 42.156
33.400 -16.696 -0.175 -16.962 -0.154 -17.610 -0.135 -18.646 -0.086 -19.352 -0.045 -19.677 -0.026 -20.153 -0.057 -20.233 -0.056 -20.233 -0.056 -20.262 -0.049 -20.263 -0.051 -20.298 -0.033 6.809 0.205 4.933 0.341 43.571 42.155
33.800 -16.655 -0.181 -16.919 -0.159 -17.567 -0.139 -18.607 -0.089 -19.317 -0.046 -19.642 -0.029 -20.130 -0.059 -20.210 -0.054 -20.211 -0.054 -20.238 -0.048 -20.240 -0.049 -20.275 -0.036 6.775 0.208 4.924 0.345 43.561 42.151
34.200 -16.613 -0.188 -16.877 -0.165 -17.524 -0.142 -18.568 -0.092 -19.282 -0.047 -19.606 -0.031 -20.107 -0.062 -20.187 -0.052 -20.188 -0.052 -20.214 -0.046 -20.216 -0.047 -20.251 -0.038 6.741 0.210 4.915 0.348 43.551 42.142
34.600 -16.571 -0.194 -16.835 -0.171 -17.480 -0.146 -18.528 -0.095 -19.247 -0.048 -19.571 -0.033 -20.083 -0.063 -20.164 -0.050 -20.165 -0.050 -20.190 -0.043 -20.192 -0.045 -20.227 -0.040 6.708 0.211 4.906 0.348 43.541 42.129
35.000 -16.529 -0.200 -16.792 -0.177 -17.437 -0.150 -18.489 -0.098 -19.212 -0.050 -19.535 -0.034 -20.060 -0.065 -20.142 -0.047 -20.142 -0.048 -20.166 -0.041 -20.167 -0.042 -20.203 -0.042 6.676 0.211 4.895 0.347 43.531 42.111
35.400 -16.487 -0.207 -16.749 -0.183 -17.393 -0.154 -18.450 -0.102 -19.178 -0.051 -19.500 -0.036 -20.036 -0.066 -20.119 -0.045 -20.119 -0.045 -20.142 -0.038 -20.143 -0.039 -20.179 -0.044 6.648 0.212 4.882 0.345 43.521 42.091
35.800 -16.444 -0.213 -16.706 -0.189 -17.350 -0.158 -18.411 -0.105 -19.144 -0.052 -19.465 -0.037 -20.013 -0.067 -20.096 -0.042 -20.097 -0.042 -20.118 -0.035 -20.119 -0.037 -20.154 -0.045 6.623 0.212 4.864 0.342 43.511 42.068
36.200 -16.402 -0.220 -16.663 -0.196 -17.306 -0.163 -18.372 -0.108 -19.110 -0.053 -19.430 -0.037 -19.989 -0.067 -20.074 -0.040 -20.074 -0.040 -20.094 -0.032 -20.095 -0.034 -20.130 -0.047 6.602 0.213 4.841 0.339 43.501 42.045
36.600 -16.359 -0.227 -16.620 -0.202 -17.263 -0.167 -18.334 -0.111 -19.078 -0.054 -19.396 -0.038 -19.965 -0.067 -20.052 -0.038 -20.052 -0.039 -20.070 -0.030 -20.072 -0.032 -20.105 -0.049 6.583 0.215 4.816 0.338 43.492 42.026
37.000 -16.316 -0.233 -16.576 -0.208 -17.219 -0.171 -18.295 -0.114 -19.045 -0.056 -19.363 -0.040 -19.942 -0.066 -20.030 -0.038 -20.030 -0.038 -20.047 -0.029 -20.048 -0.031 -20.082 -0.052 6.563 0.218 4.792 0.340 43.482 42.015
37.400 -16.272 -0.240 -16.532 -0.215 -17.175 -0.175 -18.257 -0.116 -19.014 -0.057 -19.331 -0.041 -19.918 -0.066 -20.009 -0.038 -20.009 -0.039 -20.023 -0.030 -20.024 -0.032 -20.058 -0.055 6.538 0.221 4.776 0.347 43.473 42.015
37.800 -16.229 -0.247 -16.489 -0.221 -17.131 -0.180 -18.218 -0.119 -18.983 -0.059 -19.300 -0.043 -19.894 -0.065 -19.987 -0.040 -19.988 -0.040 -20.000 -0.032 -20.001 -0.035 -20.035 -0.059 6.509 0.225 4.769 0.358 43.464 42.026
38.200 -16.185 -0.254 -16.445 -0.227 -17.087 -0.184 -18.180 -0.121 -18.953 -0.060 -19.270 -0.046 -19.870 -0.064 -19.966 -0.043 -19.967 -0.043 -19.977 -0.036 -19.978 -0.038 -20.013 -0.063 6.477 0.229 4.768 0.372 43.455 42.044
38.600 -16.141 -0.260 -16.401 -0.234 -17.043 -0.188 -18.143 -0.123 -18.923 -0.061 -19.240 -0.048 -19.846 -0.062 -19.946 -0.046 -19.946 -0.046 -19.955 -0.040 -19.956 -0.042 -19.991 -0.068 6.444 0.233 4.770 0.388 43.446 42.064
39.000 -16.097 -0.267 -16.356 -0.240 -16.999 -0.193 -18.105 -0.125 -18.894 -0.062 -19.211 -0.051 -19.822 -0.061 -19.925 -0.049 -19.926 -0.050 -19.932 -0.045 -19.933 -0.047 -19.970 -0.073 6.411 0.237 4.773 0.404 43.438 42.085
39.400 -16.053 -0.274 -16.312 -0.246 -16.955 -0.197 -18.068 -0.126 -18.865 -0.063 -19.183 -0.053 -19.798 -0.059 -19.905 -0.053 -19.905 -0.053 -19.910 -0.050 -19.911 -0.051 -19.949 -0.079 6.379 0.241 4.777 0.420 43.430 42.104
