"Time (MJD)" g-4671.78 g-4671.78_err i-7457.89 i-7457.89_err r-6141.12 r-6141.12_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
92.800 -15.634 -0.260 -16.924 -0.200 -17.568 -0.207 4.090 0.049 4.147 0.165 42.535 41.060
93.200 -15.625 -0.259 -16.917 -0.199 -17.560 -0.205 4.089 0.048 4.135 0.163 42.532 41.053
93.600 -15.617 -0.259 -16.909 -0.196 -17.552 -0.203 4.088 0.048 4.123 0.161 42.530 41.045
94.000 -15.608 -0.258 -16.901 -0.194 -17.544 -0.201 4.087 0.048 4.112 0.159 42.527 41.038
94.400 -15.600 -0.257 -16.894 -0.192 -17.537 -0.198 4.086 0.047 4.101 0.157 42.524 41.030
94.800 -15.592 -0.257 -16.886 -0.190 -17.529 -0.196 4.085 0.047 4.089 0.155 42.521 41.022
95.200 -15.584 -0.256 -16.879 -0.187 -17.522 -0.194 4.084 0.046 4.078 0.153 42.518 41.015
95.600 -15.576 -0.255 -16.872 -0.185 -17.514 -0.191 4.083 0.046 4.067 0.151 42.515 41.007
96.000 -15.568 -0.254 -16.865 -0.182 -17.507 -0.189 4.083 0.046 4.055 0.149 42.513 40.999
96.400 -15.560 -0.253 -16.857 -0.180 -17.499 -0.186 4.082 0.045 4.044 0.148 42.510 40.992
96.800 -15.552 -0.253 -16.850 -0.177 -17.492 -0.184 4.081 0.045 4.033 0.146 42.507 40.985
97.200 -15.545 -0.252 -16.843 -0.174 -17.485 -0.181 4.080 0.045 4.022 0.145 42.504 40.978
97.600 -15.537 -0.251 -16.836 -0.172 -17.477 -0.178 4.079 0.044 4.010 0.143 42.502 40.971
98.000 -15.529 -0.250 -16.829 -0.169 -17.470 -0.175 4.079 0.044 3.999 0.142 42.499 40.965
98.400 -15.522 -0.249 -16.822 -0.166 -17.463 -0.173 4.078 0.044 3.988 0.141 42.496 40.960
98.800 -15.515 -0.248 -16.815 -0.163 -17.456 -0.170 4.078 0.044 3.977 0.140 42.493 40.954
99.200 -15.507 -0.248 -16.808 -0.160 -17.449 -0.167 4.077 0.044 3.965 0.140 42.491 40.950
99.600 -15.500 -0.247 -16.801 -0.157 -17.442 -0.165 4.076 0.044 3.954 0.140 42.488 40.947
100.000 -15.493 -0.246 -16.794 -0.154 -17.435 -0.162 4.076 0.044 3.943 0.139 42.485 40.944
100.400 -15.486 -0.246 -16.787 -0.152 -17.428 -0.160 4.075 0.045 3.931 0.140 42.483 40.942
100.800 -15.479 -0.245 -16.780 -0.149 -17.420 -0.157 4.075 0.045 3.920 0.140 42.480 40.941
101.200 -15.472 -0.244 -16.773 -0.146 -17.413 -0.155 4.074 0.046 3.908 0.141 42.477 40.941
101.600 -15.465 -0.244 -16.766 -0.144 -17.407 -0.153 4.074 0.046 3.897 0.143 42.474 40.943
102.000 -15.458 -0.244 -16.758 -0.141 -17.400 -0.151 4.074 0.047 3.885 0.144 42.472 40.946
102.400 -15.451 -0.243 -16.751 -0.139 -17.393 -0.149 4.073 0.048 3.873 0.146 42.469 40.949
102.800 -15.445 -0.243 -16.744 -0.137 -17.386 -0.147 4.073 0.049 3.862 0.149 42.466 40.955
103.200 -15.438 -0.243 -16.737 -0.135 -17.379 -0.146 4.073 0.050 3.850 0.152 42.463 40.961
103.600 -15.431 -0.244 -16.729 -0.133 -17.372 -0.144 4.073 0.051 3.838 0.156 42.460 40.969
104.000 -15.425 -0.244 -16.722 -0.132 -17.365 -0.143 4.072 0.053 3.826 0.160 42.458 40.978
104.400 -15.418 -0.244 -16.714 -0.130 -17.358 -0.143 4.072 0.055 3.813 0.164 42.455 40.988
104.800 -15.412 -0.245 -16.707 -0.129 -17.351 -0.142 4.072 0.056 3.801 0.169 42.452 40.999
105.200 -15.406 -0.246 -16.699 -0.129 -17.345 -0.142 4.072 0.058 3.788 0.174 42.449 41.010
105.600 -15.399 -0.247 -16.692 -0.128 -17.338 -0.142 4.072 0.061 3.775 0.180 42.446 41.022
106.000 -15.393 -0.248 -16.684 -0.129 -17.331 -0.143 4.073 0.063 3.761 0.186 42.443 41.034
106.400 -15.387 -0.249 -16.676 -0.129 -17.324 -0.144 4.073 0.065 3.747 0.192 42.440 41.047
106.800 -15.381 -0.251 -16.669 -0.130 -17.317 -0.146 4.074 0.067 3.733 0.198 42.437 41.059
107.200 -15.375 -0.252 -16.661 -0.131 -17.311 -0.147 4.075 0.070 3.718 0.204 42.434 41.071
107.600 -15.369 -0.254 -16.653 -0.132 -17.304 -0.149 4.076 0.072 3.703 0.210 42.431 41.083
108.000 -15.363 -0.256 -16.645 -0.134 -17.297 -0.152 4.077 0.074 3.687 0.216 42.427 41.094
108.400 -15.358 -0.259 -16.637 -0.137 -17.290 -0.155 4.079 0.077 3.670 0.222 42.424 41.106
108.800 -15.352 -0.262 -16.630 -0.139 -17.283 -0.158 4.080 0.079 3.653 0.228 42.421 41.116
