"Time (MJD)" B-4345.28 B-4345.28_err U-3520.88 U-3520.88_err UVM2-2245.03 UVM2-2245.03_err UVW1-2681.67 UVW1-2681.67_err V-5411.45 V-5411.45_err cyan-5182.42 cyan-5182.42_err g-4746.48 g-4746.48_err g-4793.46 g-4793.46_err i-7589.41 i-7589.41_err orange-6629.82 orange-6629.82_err r-6120.65 r-6120.65_err r-6366.38 r-6366.38_err z-8970.57 z-8970.57_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-49.000 -18.368 -0.238 -18.823 -0.185 -19.518 -0.172 -19.826 -0.126 -19.833 -0.102 -19.831 -0.101 -19.805 -0.102 -19.793 -0.108 -19.794 -0.094 -19.788 -0.084 -19.747 -0.098 -19.376 -0.166 -18.984 -0.203 12.496 0.491 1.553 0.096 43.622 42.336
-48.600 -18.381 -0.236 -18.839 -0.184 -19.541 -0.171 -19.855 -0.125 -19.864 -0.100 -19.861 -0.099 -19.835 -0.100 -19.822 -0.106 -19.824 -0.093 -19.818 -0.082 -19.776 -0.096 -19.402 -0.164 -19.007 -0.202 12.459 0.498 1.581 0.100 43.633 42.353
-48.200 -18.394 -0.235 -18.856 -0.183 -19.565 -0.170 -19.884 -0.123 -19.894 -0.098 -19.891 -0.097 -19.865 -0.099 -19.852 -0.105 -19.854 -0.091 -19.849 -0.080 -19.806 -0.094 -19.427 -0.163 -19.029 -0.200 12.422 0.505 1.609 0.103 43.643 42.369
-47.800 -18.407 -0.233 -18.872 -0.182 -19.588 -0.169 -19.913 -0.122 -19.924 -0.097 -19.921 -0.096 -19.895 -0.097 -19.882 -0.104 -19.884 -0.090 -19.879 -0.078 -19.836 -0.092 -19.453 -0.162 -19.052 -0.199 12.387 0.511 1.638 0.107 43.653 42.386
-47.400 -18.420 -0.232 -18.888 -0.182 -19.611 -0.169 -19.941 -0.121 -19.954 -0.095 -19.952 -0.094 -19.925 -0.096 -19.912 -0.102 -19.914 -0.089 -19.909 -0.077 -19.865 -0.091 -19.478 -0.161 -19.074 -0.199 12.352 0.517 1.667 0.110 43.663 42.402
-47.000 -18.433 -0.231 -18.905 -0.181 -19.634 -0.169 -19.970 -0.120 -19.984 -0.094 -19.982 -0.093 -19.955 -0.095 -19.941 -0.101 -19.944 -0.088 -19.939 -0.076 -19.894 -0.089 -19.504 -0.161 -19.097 -0.198 12.317 0.524 1.696 0.114 43.674 42.417
-46.600 -18.446 -0.230 -18.921 -0.181 -19.657 -0.169 -19.999 -0.119 -20.014 -0.093 -20.012 -0.092 -19.985 -0.094 -19.971 -0.100 -19.973 -0.088 -19.969 -0.075 -19.923 -0.088 -19.529 -0.160 -19.119 -0.198 12.283 0.530 1.725 0.118 43.684 42.433
-46.200 -18.458 -0.230 -18.937 -0.181 -19.679 -0.169 -20.027 -0.118 -20.044 -0.092 -20.042 -0.091 -20.015 -0.093 -20.001 -0.100 -20.003 -0.087 -19.999 -0.074 -19.952 -0.087 -19.554 -0.160 -19.141 -0.198 12.251 0.535 1.755 0.122 43.694 42.448
-45.800 -18.471 -0.229 -18.952 -0.181 -19.702 -0.169 -20.055 -0.118 -20.074 -0.092 -20.072 -0.090 -20.045 -0.092 -20.030 -0.099 -20.032 -0.087 -20.028 -0.074 -19.981 -0.087 -19.579 -0.160 -19.164 -0.198 12.219 0.541 1.785 0.126 43.704 42.463
-45.400 -18.483 -0.229 -18.968 -0.182 -19.725 -0.169 -20.084 -0.117 -20.104 -0.091 -20.102 -0.090 -20.074 -0.091 -20.059 -0.098 -20.061 -0.087 -20.057 -0.074 -20.009 -0.086 -19.605 -0.160 -19.186 -0.198 12.187 0.547 1.815 0.130 43.714 42.478
-45.000 -18.495 -0.229 -18.984 -0.182 -19.747 -0.169 -20.112 -0.117 -20.133 -0.090 -20.132 -0.089 -20.104 -0.090 -20.089 -0.098 -20.090 -0.087 -20.086 -0.074 -20.037 -0.086 -19.630 -0.160 -19.209 -0.198 12.157 0.552 1.845 0.134 43.724 42.492
-44.600 -18.508 -0.229 -18.999 -0.183 -19.769 -0.170 -20.140 -0.117 -20.163 -0.090 -20.162 -0.088 -20.134 -0.090 -20.118 -0.097 -20.119 -0.087 -20.114 -0.074 -20.065 -0.086 -19.654 -0.160 -19.231 -0.199 12.127 0.558 1.875 0.138 43.734 42.507
-44.200 -18.520 -0.229 -19.015 -0.184 -19.791 -0.171 -20.168 -0.116 -20.193 -0.089 -20.191 -0.088 -20.163 -0.089 -20.147 -0.097 -20.147 -0.088 -20.142 -0.075 -20.092 -0.086 -19.679 -0.161 -19.253 -0.200 12.098 0.563 1.905 0.142 43.744 42.521
-43.800 -18.531 -0.229 -19.030 -0.185 -19.813 -0.171 -20.196 -0.116 -20.223 -0.089 -20.221 -0.087 -20.192 -0.089 -20.176 -0.097 -20.175 -0.088 -20.170 -0.076 -20.120 -0.086 -19.704 -0.161 -19.275 -0.201 12.070 0.568 1.936 0.147 43.754 42.535
-43.400 -18.543 -0.230 -19.045 -0.186 -19.835 -0.172 -20.224 -0.116 -20.252 -0.088 -20.251 -0.087 -20.222 -0.088 -20.205 -0.096 -20.203 -0.089 -20.197 -0.076 -20.146 -0.087 -19.728 -0.162 -19.297 -0.202 12.043 0.573 1.967 0.151 43.763 42.548
-43.000 -18.555 -0.230 -19.060 -0.187 -19.857 -0.173 -20.252 -0.116 -20.282 -0.088 -20.280 -0.087 -20.251 -0.088 -20.233 -0.096 -20.231 -0.090 -20.224 -0.077 -20.173 -0.087 -19.753 -0.162 -19.319 -0.203 12.016 0.578 1.998 0.156 43.773 42.562
-42.600 -18.566 -0.231 -19.075 -0.188 -19.878 -0.174 -20.280 -0.116 -20.311 -0.088 -20.309 -0.086 -20.280 -0.087 -20.262 -0.096 -20.258 -0.091 -20.251 -0.078 -20.199 -0.087 -19.777 -0.163 -19.342 -0.205 11.989 0.583 2.030 0.160 43.783 42.575
-42.200 -18.578 -0.231 -19.089 -0.190 -19.900 -0.175 -20.307 -0.116 -20.340 -0.087 -20.339 -0.086 -20.308 -0.087 -20.290 -0.096 -20.285 -0.092 -20.277 -0.079 -20.225 -0.088 -19.801 -0.163 -19.364 -0.206 11.963 0.588 2.061 0.165 43.792 42.588
-41.800 -18.589 -0.232 -19.104 -0.191 -19.921 -0.176 -20.335 -0.116 -20.369 -0.087 -20.368 -0.085 -20.337 -0.086 -20.318 -0.096 -20.312 -0.092 -20.303 -0.080 -20.250 -0.089 -19.826 -0.164 -19.385 -0.208 11.937 0.593 2.093 0.170 43.802 42.601
-41.400 -18.600 -0.233 -19.118 -0.193 -19.942 -0.177 -20.362 -0.116 -20.398 -0.087 -20.397 -0.085 -20.365 -0.086 -20.346 -0.095 -20.339 -0.093 -20.329 -0.082 -20.275 -0.089 -19.849 -0.165 -19.407 -0.209 11.911 0.597 2.126 0.174 43.812 42.614
-41.000 -18.611 -0.234 -19.133 -0.194 -19.963 -0.178 -20.389 -0.116 -20.427 -0.086 -20.426 -0.085 -20.394 -0.086 -20.374 -0.095 -20.365 -0.094 -20.354 -0.083 -20.300 -0.090 -19.873 -0.166 -19.429 -0.211 11.886 0.602 2.158 0.179 43.821 42.627
-40.600 -18.622 -0.235 -19.147 -0.196 -19.984 -0.179 -20.416 -0.116 -20.455 -0.086 -20.454 -0.084 -20.422 -0.085 -20.401 -0.095 -20.391 -0.095 -20.379 -0.084 -20.324 -0.091 -19.897 -0.167 -19.451 -0.213 11.861 0.606 2.191 0.184 43.831 42.640
-40.200 -18.632 -0.236 -19.161 -0.198 -20.005 -0.181 -20.443 -0.116 -20.484 -0.085 -20.483 -0.083 -20.450 -0.085 -20.428 -0.095 -20.417 -0.096 -20.404 -0.085 -20.348 -0.091 -19.920 -0.167 -19.473 -0.215 11.837 0.611 2.224 0.189 43.840 42.652
-39.800 -18.643 -0.237 -19.175 -0.199 -20.025 -0.182 -20.469 -0.116 -20.512 -0.085 -20.511 -0.083 -20.477 -0.084 -20.456 -0.095 -20.442 -0.097 -20.428 -0.086 -20.372 -0.092 -19.944 -0.168 -19.494 -0.216 11.812 0.616 2.258 0.195 43.850 42.665
-39.400 -18.653 -0.239 -19.188 -0.201 -20.045 -0.183 -20.495 -0.116 -20.540 -0.084 -20.539 -0.082 -20.505 -0.083 -20.482 -0.094 -20.467 -0.098 -20.452 -0.087 -20.395 -0.093 -19.967 -0.169 -19.516 -0.218 11.788 0.620 2.292 0.200 43.859 42.677
-39.000 -18.663 -0.240 -19.202 -0.203 -20.065 -0.184 -20.522 -0.116 -20.568 -0.083 -20.567 -0.081 -20.532 -0.083 -20.509 -0.094 -20.492 -0.099 -20.476 -0.088 -20.418 -0.093 -19.990 -0.170 -19.538 -0.220 11.764 0.625 2.327 0.205 43.869 42.689
-38.600 -18.673 -0.241 -19.215 -0.205 -20.085 -0.186 -20.548 -0.116 -20.595 -0.082 -20.595 -0.081 -20.559 -0.082 -20.535 -0.094 -20.516 -0.100 -20.499 -0.090 -20.441 -0.094 -20.013 -0.171 -19.559 -0.222 11.741 0.629 2.361 0.211 43.878 42.701
-38.200 -18.683 -0.242 -19.229 -0.206 -20.105 -0.187 -20.573 -0.116 -20.623 -0.082 -20.622 -0.080 -20.586 -0.082 -20.562 -0.094 -20.540 -0.101 -20.522 -0.091 -20.463 -0.094 -20.036 -0.172 -19.580 -0.224 11.718 0.634 2.397 0.216 43.887 42.713
-37.800 -18.693 -0.244 -19.242 -0.208 -20.125 -0.188 -20.599 -0.115 -20.650 -0.081 -20.649 -0.079 -20.612 -0.081 -20.587 -0.093 -20.564 -0.102 -20.545 -0.091 -20.485 -0.095 -20.058 -0.172 -19.602 -0.226 11.695 0.638 2.432 0.222 43.897 42.724
-37.400 -18.703 -0.245 -19.255 -0.210 -20.144 -0.189 -20.624 -0.115 -20.677 -0.080 -20.676 -0.078 -20.639 -0.080 -20.613 -0.093 -20.587 -0.103 -20.567 -0.092 -20.507 -0.095 -20.081 -0.173 -19.623 -0.228 11.672 0.643 2.468 0.228 43.906 42.736
-37.000 -18.712 -0.246 -19.268 -0.212 -20.163 -0.191 -20.649 -0.115 -20.704 -0.079 -20.703 -0.077 -20.665 -0.079 -20.638 -0.093 -20.611 -0.103 -20.589 -0.093 -20.529 -0.096 -20.103 -0.174 -19.644 -0.230 11.650 0.647 2.504 0.234 43.916 42.747
-36.600 -18.722 -0.248 -19.280 -0.214 -20.182 -0.192 -20.674 -0.115 -20.730 -0.078 -20.729 -0.076 -20.690 -0.079 -20.663 -0.093 -20.634 -0.104 -20.611 -0.094 -20.550 -0.096 -20.125 -0.175 -19.665 -0.232 11.629 0.652 2.541 0.240 43.925 42.758
-36.200 -18.731 -0.249 -19.293 -0.215 -20.201 -0.193 -20.699 -0.115 -20.756 -0.077 -20.755 -0.075 -20.716 -0.078 -20.688 -0.092 -20.656 -0.105 -20.633 -0.095 -20.571 -0.097 -20.147 -0.175 -19.686 -0.234 11.607 0.656 2.578 0.246 43.934 42.769
-35.800 -18.740 -0.250 -19.305 -0.217 -20.220 -0.194 -20.723 -0.114 -20.782 -0.075 -20.781 -0.073 -20.741 -0.077 -20.712 -0.092 -20.678 -0.106 -20.654 -0.095 -20.591 -0.097 -20.169 -0.176 -19.707 -0.236 11.586 0.661 2.615 0.252 43.944 42.780
-35.400 -18.749 -0.252 -19.317 -0.219 -20.238 -0.195 -20.747 -0.114 -20.808 -0.074 -20.807 -0.072 -20.765 -0.076 -20.737 -0.092 -20.700 -0.106 -20.675 -0.096 -20.611 -0.097 -20.190 -0.177 -19.728 -0.238 11.566 0.666 2.652 0.258 43.953 42.791
-35.000 -18.758 -0.253 -19.329 -0.220 -20.257 -0.197 -20.771 -0.114 -20.833 -0.073 -20.832 -0.071 -20.790 -0.075 -20.760 -0.091 -20.722 -0.107 -20.696 -0.096 -20.631 -0.097 -20.212 -0.177 -19.749 -0.240 11.546 0.670 2.690 0.264 43.962 42.802
-34.600 -18.767 -0.254 -19.341 -0.222 -20.275 -0.198 -20.794 -0.113 -20.858 -0.071 -20.857 -0.069 -20.814 -0.074 -20.784 -0.091 -20.744 -0.107 -20.716 -0.097 -20.651 -0.098 -20.233 -0.178 -19.770 -0.242 11.526 0.675 2.728 0.271 43.971 42.812
-34.200 -18.775 -0.256 -19.352 -0.224 -20.293 -0.199 -20.818 -0.113 -20.883 -0.070 -20.882 -0.068 -20.838 -0.073 -20.807 -0.091 -20.765 -0.107 -20.736 -0.097 -20.671 -0.098 -20.254 -0.178 -19.790 -0.244 11.507 0.679 2.766 0.277 43.981 42.823
-33.800 -18.783 -0.257 -19.364 -0.225 -20.310 -0.200 -20.841 -0.113 -20.907 -0.068 -20.906 -0.066 -20.861 -0.073 -20.830 -0.090 -20.786 -0.108 -20.756 -0.097 -20.690 -0.098 -20.275 -0.179 -19.811 -0.246 11.489 0.684 2.805 0.284 43.990 42.833
-33.400 -18.792 -0.258 -19.375 -0.227 -20.328 -0.201 -20.863 -0.112 -20.931 -0.067 -20.930 -0.065 -20.884 -0.072 -20.852 -0.090 -20.806 -0.108 -20.775 -0.098 -20.709 -0.098 -20.295 -0.179 -19.831 -0.248 11.471 0.689 2.843 0.291 43.999 42.843
-33.000 -18.800 -0.259 -19.386 -0.228 -20.345 -0.202 -20.886 -0.112 -20.955 -0.065 -20.954 -0.063 -20.907 -0.071 -20.875 -0.090 -20.826 -0.108 -20.795 -0.098 -20.727 -0.097 -20.316 -0.180 -19.852 -0.249 11.454 0.694 2.882 0.297 44.008 42.853
-32.600 -18.808 -0.260 -19.397 -0.229 -20.362 -0.203 -20.908 -0.112 -20.978 -0.063 -20.977 -0.062 -20.929 -0.070 -20.896 -0.089 -20.846 -0.109 -20.814 -0.098 -20.746 -0.097 -20.336 -0.180 -19.872 -0.251 11.437 0.698 2.921 0.304 44.017 42.862
-32.200 -18.815 -0.262 -19.408 -0.231 -20.378 -0.203 -20.929 -0.111 -21.001 -0.062 -21.000 -0.060 -20.951 -0.070 -20.918 -0.089 -20.866 -0.109 -20.832 -0.098 -20.764 -0.097 -20.356 -0.180 -19.892 -0.253 11.421 0.703 2.960 0.311 44.026 42.872
-31.800 -18.823 -0.263 -19.418 -0.232 -20.395 -0.204 -20.951 -0.111 -21.023 -0.060 -21.023 -0.058 -20.973 -0.069 -20.939 -0.089 -20.885 -0.109 -20.851 -0.098 -20.782 -0.097 -20.376 -0.180 -19.912 -0.254 11.405 0.708 2.999 0.318 44.035 42.881
-31.400 -18.830 -0.264 -19.429 -0.233 -20.411 -0.205 -20.972 -0.110 -21.045 -0.058 -21.045 -0.057 -20.994 -0.068 -20.960 -0.089 -20.904 -0.109 -20.869 -0.098 -20.800 -0.097 -20.396 -0.181 -19.932 -0.256 11.391 0.713 3.038 0.325 44.044 42.890
-31.000 -18.837 -0.265 -19.439 -0.234 -20.427 -0.206 -20.992 -0.110 -21.067 -0.057 -21.066 -0.055 -21.015 -0.068 -20.980 -0.089 -20.923 -0.109 -20.887 -0.098 -20.817 -0.096 -20.415 -0.181 -19.952 -0.257 11.376 0.717 3.077 0.333 44.053 42.899
-30.600 -18.845 -0.266 -19.449 -0.236 -20.443 -0.206 -21.013 -0.109 -21.089 -0.055 -21.088 -0.053 -21.035 -0.068 -21.000 -0.088 -20.942 -0.109 -20.905 -0.097 -20.834 -0.096 -20.434 -0.181 -19.972 -0.259 11.362 0.722 3.116 0.340 44.062 42.907
-30.200 -18.851 -0.266 -19.459 -0.237 -20.459 -0.207 -21.033 -0.109 -21.110 -0.053 -21.109 -0.052 -21.056 -0.067 -21.020 -0.088 -20.960 -0.108 -20.922 -0.097 -20.851 -0.095 -20.453 -0.181 -19.991 -0.260 11.349 0.726 3.155 0.347 44.071 42.915
-29.800 -18.858 -0.267 -19.469 -0.238 -20.474 -0.208 -21.052 -0.108 -21.130 -0.052 -21.129 -0.050 -21.075 -0.067 -21.040 -0.088 -20.978 -0.108 -20.939 -0.097 -20.868 -0.095 -20.472 -0.181 -20.011 -0.262 11.336 0.731 3.194 0.354 44.079 42.923
-29.400 -18.865 -0.268 -19.478 -0.239 -20.489 -0.208 -21.072 -0.108 -21.150 -0.050 -21.149 -0.049 -21.095 -0.067 -21.059 -0.088 -20.996 -0.108 -20.956 -0.096 -20.885 -0.094 -20.491 -0.180 -20.030 -0.263 11.323 0.735 3.233 0.361 44.088 42.931
-29.000 -18.871 -0.269 -19.487 -0.239 -20.504 -0.209 -21.091 -0.108 -21.170 -0.049 -21.169 -0.047 -21.113 -0.067 -21.077 -0.088 -21.013 -0.108 -20.973 -0.096 -20.901 -0.094 -20.509 -0.180 -20.050 -0.264 11.311 0.739 3.271 0.368 44.096 42.939
-28.600 -18.877 -0.269 -19.497 -0.240 -20.519 -0.209 -21.109 -0.107 -21.189 -0.047 -21.188 -0.046 -21.132 -0.067 -21.095 -0.088 -21.030 -0.107 -20.990 -0.095 -20.917 -0.093 -20.528 -0.180 -20.069 -0.265 11.298 0.742 3.309 0.375 44.104 42.946
-28.200 -18.884 -0.270 -19.506 -0.241 -20.533 -0.210 -21.127 -0.107 -21.208 -0.046 -21.207 -0.045 -21.150 -0.067 -21.113 -0.088 -21.047 -0.107 -21.006 -0.095 -20.933 -0.093 -20.546 -0.179 -20.088 -0.266 11.285 0.745 3.347 0.382 44.112 42.953
-27.800 -18.890 -0.271 -19.514 -0.241 -20.547 -0.210 -21.145 -0.107 -21.226 -0.045 -21.225 -0.044 -21.168 -0.067 -21.131 -0.088 -21.064 -0.106 -21.022 -0.094 -20.949 -0.092 -20.564 -0.179 -20.107 -0.267 11.272 0.748 3.384 0.388 44.120 42.960
-27.400 -18.895 -0.271 -19.523 -0.242 -20.561 -0.210 -21.163 -0.106 -21.244 -0.044 -21.243 -0.043 -21.185 -0.067 -21.148 -0.089 -21.080 -0.106 -21.038 -0.093 -20.964 -0.091 -20.581 -0.179 -20.126 -0.268 11.259 0.750 3.420 0.394 44.127 42.966
-27.000 -18.901 -0.271 -19.531 -0.243 -20.575 -0.210 -21.180 -0.106 -21.261 -0.044 -21.260 -0.043 -21.202 -0.067 -21.165 -0.089 -21.096 -0.105 -21.054 -0.092 -20.980 -0.090 -20.599 -0.178 -20.144 -0.269 11.245 0.751 3.456 0.400 44.134 42.972
-26.600 -18.906 -0.272 -19.539 -0.243 -20.588 -0.211 -21.197 -0.106 -21.278 -0.043 -21.277 -0.042 -21.219 -0.068 -21.181 -0.089 -21.112 -0.105 -21.069 -0.092 -20.995 -0.090 -20.616 -0.177 -20.163 -0.270 11.229 0.751 3.491 0.405 44.140 42.979
-26.200 -18.912 -0.272 -19.547 -0.243 -20.602 -0.211 -21.213 -0.106 -21.294 -0.043 -21.293 -0.042 -21.235 -0.068 -21.197 -0.089 -21.128 -0.104 -21.084 -0.091 -21.010 -0.089 -20.633 -0.177 -20.181 -0.271 11.213 0.751 3.525 0.410 44.146 42.985
-25.800 -18.917 -0.272 -19.555 -0.244 -20.614 -0.211 -21.229 -0.105 -21.310 -0.043 -21.309 -0.042 -21.251 -0.069 -21.213 -0.089 -21.143 -0.103 -21.099 -0.090 -21.025 -0.088 -20.650 -0.176 -20.200 -0.271 11.196 0.750 3.558 0.414 44.152 42.990
-25.400 -18.922 -0.272 -19.563 -0.244 -20.627 -0.211 -21.245 -0.105 -21.325 -0.043 -21.324 -0.042 -21.266 -0.069 -21.228 -0.089 -21.158 -0.103 -21.114 -0.089 -21.039 -0.087 -20.667 -0.175 -20.218 -0.272 11.178 0.748 3.590 0.418 44.157 42.996
-25.000 -18.927 -0.272 -19.570 -0.244 -20.640 -0.211 -21.260 -0.105 -21.340 -0.043 -21.339 -0.043 -21.281 -0.070 -21.243 -0.090 -21.173 -0.102 -21.128 -0.088 -21.053 -0.087 -20.683 -0.174 -20.236 -0.273 11.160 0.746 3.622 0.421 44.161 43.001
-24.600 -18.931 -0.272 -19.577 -0.244 -20.652 -0.211 -21.275 -0.105 -21.354 -0.044 -21.353 -0.043 -21.296 -0.070 -21.258 -0.090 -21.188 -0.101 -21.143 -0.087 -21.067 -0.086 -20.699 -0.173 -20.254 -0.273 11.140 0.743 3.653 0.424 44.166 43.006
-24.200 -18.936 -0.272 -19.584 -0.244 -20.664 -0.210 -21.290 -0.105 -21.368 -0.044 -21.367 -0.044 -21.310 -0.071 -21.272 -0.090 -21.202 -0.100 -21.157 -0.086 -21.081 -0.085 -20.715 -0.172 -20.272 -0.274 11.121 0.740 3.683 0.427 44.170 43.011
-23.800 -18.940 -0.272 -19.591 -0.244 -20.675 -0.210 -21.304 -0.105 -21.382 -0.045 -21.381 -0.044 -21.324 -0.071 -21.286 -0.090 -21.216 -0.099 -21.171 -0.085 -21.095 -0.084 -20.731 -0.171 -20.289 -0.274 11.100 0.736 3.713 0.429 44.174 43.016
-23.400 -18.944 -0.272 -19.598 -0.244 -20.687 -0.210 -21.318 -0.105 -21.395 -0.045 -21.394 -0.045 -21.337 -0.071 -21.300 -0.090 -21.230 -0.098 -21.184 -0.084 -21.108 -0.083 -20.747 -0.170 -20.307 -0.274 11.079 0.732 3.742 0.431 44.177 43.020
-23.000 -18.948 -0.272 -19.604 -0.244 -20.698 -0.210 -21.331 -0.105 -21.408 -0.046 -21.407 -0.046 -21.350 -0.072 -21.313 -0.090 -21.244 -0.097 -21.198 -0.083 -21.122 -0.082 -20.762 -0.169 -20.324 -0.274 11.058 0.727 3.771 0.432 44.180 43.024
-22.600 -18.952 -0.271 -19.611 -0.243 -20.709 -0.209 -21.344 -0.105 -21.421 -0.047 -21.419 -0.046 -21.363 -0.072 -21.326 -0.090 -21.257 -0.096 -21.211 -0.082 -21.135 -0.081 -20.777 -0.168 -20.342 -0.274 11.037 0.722 3.799 0.434 44.184 43.028
-22.200 -18.955 -0.271 -19.617 -0.243 -20.720 -0.209 -21.357 -0.105 -21.433 -0.048 -21.431 -0.047 -21.375 -0.073 -21.338 -0.090 -21.270 -0.095 -21.224 -0.080 -21.148 -0.080 -20.792 -0.167 -20.359 -0.275 11.016 0.717 3.828 0.435 44.187 43.032
-21.800 -18.959 -0.271 -19.623 -0.242 -20.730 -0.208 -21.370 -0.105 -21.444 -0.048 -21.443 -0.048 -21.387 -0.073 -21.350 -0.090 -21.283 -0.094 -21.237 -0.079 -21.160 -0.080 -20.807 -0.165 -20.376 -0.275 10.994 0.712 3.856 0.436 44.190 43.035
-21.400 -18.962 -0.270 -19.628 -0.242 -20.740 -0.208 -21.382 -0.105 -21.456 -0.049 -21.454 -0.049 -21.399 -0.073 -21.362 -0.090 -21.296 -0.093 -21.250 -0.078 -21.173 -0.079 -20.821 -0.164 -20.393 -0.274 10.972 0.707 3.884 0.437 44.192 43.038
-21.000 -18.965 -0.269 -19.634 -0.241 -20.750 -0.207 -21.394 -0.105 -21.467 -0.050 -21.465 -0.050 -21.410 -0.074 -21.373 -0.090 -21.308 -0.092 -21.262 -0.077 -21.185 -0.078 -20.835 -0.162 -20.409 -0.274 10.951 0.702 3.911 0.437 44.195 43.040
-20.600 -18.968 -0.269 -19.639 -0.241 -20.760 -0.207 -21.406 -0.105 -21.478 -0.051 -21.476 -0.050 -21.421 -0.074 -21.384 -0.090 -21.320 -0.091 -21.274 -0.075 -21.197 -0.077 -20.849 -0.161 -20.426 -0.274 10.929 0.696 3.939 0.438 44.198 43.042
-20.200 -18.971 -0.268 -19.644 -0.240 -20.769 -0.206 -21.417 -0.105 -21.488 -0.052 -21.487 -0.051 -21.431 -0.074 -21.395 -0.090 -21.332 -0.090 -21.286 -0.074 -21.209 -0.076 -20.863 -0.159 -20.442 -0.274 10.908 0.691 3.966 0.438 44.200 43.044
-19.800 -18.973 -0.267 -19.649 -0.239 -20.778 -0.205 -21.428 -0.105 -21.499 -0.052 -21.497 -0.052 -21.441 -0.074 -21.405 -0.090 -21.343 -0.089 -21.298 -0.073 -21.220 -0.075 -20.877 -0.158 -20.459 -0.273 10.886 0.685 3.993 0.439 44.203 43.046
-19.400 -18.976 -0.266 -19.654 -0.238 -20.787 -0.205 -21.439 -0.104 -21.509 -0.053 -21.507 -0.052 -21.451 -0.074 -21.415 -0.090 -21.355 -0.088 -21.309 -0.071 -21.232 -0.074 -20.890 -0.156 -20.475 -0.273 10.865 0.680 4.020 0.439 44.205 43.048
-19.000 -18.978 -0.265 -19.658 -0.237 -20.796 -0.204 -21.449 -0.104 -21.518 -0.054 -21.517 -0.053 -21.461 -0.074 -21.425 -0.089 -21.366 -0.087 -21.321 -0.070 -21.243 -0.073 -20.904 -0.154 -20.491 -0.273 10.844 0.674 4.047 0.439 44.208 43.049
-18.600 -18.980 -0.264 -19.662 -0.236 -20.804 -0.203 -21.459 -0.104 -21.528 -0.054 -21.526 -0.054 -21.470 -0.074 -21.434 -0.089 -21.377 -0.085 -21.332 -0.068 -21.254 -0.072 -20.917 -0.152 -20.507 -0.272 10.823 0.669 4.074 0.439 44.210 43.050
-18.200 -18.982 -0.263 -19.667 -0.235 -20.812 -0.202 -21.469 -0.104 -21.537 -0.055 -21.535 -0.054 -21.478 -0.074 -21.443 -0.089 -21.387 -0.084 -21.343 -0.067 -21.265 -0.071 -20.929 -0.150 -20.522 -0.271 10.802 0.664 4.101 0.439 44.213 43.051
-17.800 -18.984 -0.262 -19.670 -0.234 -20.820 -0.201 -21.479 -0.104 -21.546 -0.055 -21.544 -0.055 -21.487 -0.073 -21.452 -0.088 -21.398 -0.083 -21.353 -0.066 -21.275 -0.070 -20.942 -0.149 -20.538 -0.271 10.782 0.659 4.127 0.439 44.215 43.052
-17.400 -18.985 -0.261 -19.674 -0.233 -20.827 -0.200 -21.488 -0.104 -21.555 -0.056 -21.553 -0.055 -21.495 -0.073 -21.460 -0.088 -21.408 -0.082 -21.364 -0.064 -21.285 -0.069 -20.954 -0.147 -20.553 -0.270 10.762 0.654 4.154 0.439 44.217 43.052
-17.000 -18.987 -0.260 -19.678 -0.232 -20.835 -0.199 -21.497 -0.104 -21.563 -0.056 -21.561 -0.055 -21.503 -0.073 -21.468 -0.087 -21.418 -0.081 -21.374 -0.063 -21.295 -0.069 -20.966 -0.145 -20.568 -0.269 10.743 0.649 4.180 0.439 44.220 43.053
-16.600 -18.988 -0.258 -19.681 -0.230 -20.842 -0.198 -21.506 -0.103 -21.572 -0.056 -21.569 -0.055 -21.510 -0.072 -21.476 -0.087 -21.427 -0.079 -21.384 -0.062 -21.305 -0.068 -20.978 -0.142 -20.583 -0.268 10.724 0.644 4.206 0.440 44.222 43.053
-16.200 -18.989 -0.257 -19.684 -0.229 -20.849 -0.196 -21.514 -0.103 -21.580 -0.056 -21.577 -0.056 -21.518 -0.072 -21.484 -0.086 -21.437 -0.078 -21.394 -0.060 -21.315 -0.067 -20.990 -0.140 -20.598 -0.267 10.705 0.640 4.232 0.440 44.224 43.054
-15.800 -18.990 -0.255 -19.687 -0.227 -20.855 -0.195 -21.522 -0.103 -21.587 -0.056 -21.585 -0.056 -21.524 -0.071 -21.491 -0.086 -21.446 -0.077 -21.403 -0.059 -21.324 -0.066 -21.001 -0.138 -20.613 -0.266 10.687 0.635 4.257 0.440 44.227 43.054
-15.400 -18.991 -0.254 -19.690 -0.226 -20.861 -0.194 -21.530 -0.103 -21.595 -0.056 -21.592 -0.056 -21.531 -0.071 -21.498 -0.085 -21.454 -0.076 -21.412 -0.058 -21.333 -0.065 -21.012 -0.136 -20.627 -0.265 10.669 0.631 4.283 0.440 44.229 43.054
-15.000 -18.991 -0.252 -19.692 -0.224 -20.868 -0.193 -21.538 -0.102 -21.602 -0.056 -21.599 -0.055 -21.537 -0.070 -21.504 -0.084 -21.463 -0.075 -21.421 -0.057 -21.342 -0.064 -21.023 -0.134 -20.642 -0.264 10.652 0.627 4.308 0.441 44.231 43.054
