       name  redshift_lo  redshift_med  redshift_up  texplosion_lo  texplosion_med  texplosion_up  fnickel_lo  fnickel_med  fnickel_up  Pspin_lo  Pspin_med  Pspin_up  log(Bfield)_lo  log(Bfield)_med  log(Bfield)_up   Mns_lo  Mns_med   Mns_up  thetaPB_lo  thetaPB_med  thetaPB_up  mejecta_lo  mejecta_med  mejecta_up  kappa_lo  kappa_med  kappa_up  kappagamma_lo  kappagamma_med  kappagamma_up  vejecta_lo  vejecta_med  vejecta_up  temperature_lo  temperature_med  temperature_up  alpha_lo  alpha_med  alpha_up  cutoff_wavelength_lo  cutoff_wavelength_med  cutoff_wavelength_up  log(nhhost)_lo  log(nhhost)_med  log(nhhost)_up   A_V_lo  A_V_med   A_V_up   MJD0_lo     MJD0_med   MJD0_up  log(kenergy)_lo  log(kenergy)_med  log(kenergy)_up  mnickel_lo  mnickel_med  mnickel_up  log(TSD)_lo  log(TSD)_med  log(TSD)_up  log(L0)_lo  log(L0)_med  log(L0)_up  Peak_mag_lo  Peak_mag_med  Peak_mag_up  Peak_MJD_lo  Peak_MJD_med  Peak_MJD_up  log(E_rad)_lo  log(E_rad)_med  log(E_rad)_up  log(Peak_lum)_lo  log(Peak_lum)_med  log(Peak_lum)_up  Rise_Time_lo  Rise_Time_med  Rise_Time_up  E_fold_lo  E_fold_med  E_fold_up  tau_1_lo  tau_1_med  tau_1_up  delta_m15_lo  delta_m15_med  delta_m15_up  r_peak_lo  r_peak_med  r_peak_up  frac_lo  frac_med  frac_up  1frac_lo  1frac_med  1frac_up  efficiency_lo  efficiency_med  efficiency_up 
  MLS121104          0.0         0.303          0.0       28.02432      -137.65329       37.98024     0.05683      0.42422     0.05524   8.14669    10.8241  11.66754           0.707         13.20858         1.07836  0.20543  1.67044  0.27035     0.38951      0.63231     0.41435    14.17882     77.15041    14.58979   0.00652      0.019   0.00808        0.10455         0.13674        0.18206   351.73838   2368.13628   567.64773      2168.97403       6179.12944      1758.58385    1.1938    3.12078   0.91596             900.15862             4089.51718            1058.49399         1.14355         17.61376         1.12936  0.00021  0.00023  0.00285  28.02432  56097.78665  37.98024          0.13454          51.41206          0.15572     5.38355     32.28973     4.41666      2.30029       8.58894      1.64252     2.17136     42.13018     2.15573      0.23565      18.91123      0.25743     30.38678   56245.50376     23.87533        0.05201        51.51277        0.06875           0.04147            44.2849           0.04552      15.82472       97.44692      23.07693    6.66303   131.59498   14.99184      18.0      148.0   14.7074       0.00561        0.02339       0.00867    0.45093   -21.64935    0.28644  0.00472   0.00474  0.14441   0.14441    0.99526   0.00472        0.45092         1.27379        0.58834 
   OGLE15qz          0.0          0.68          0.0        5.07662       -20.84421        5.40948     0.01431      0.01718     0.13159   0.41351    1.20819   0.42317         0.12857         13.84127         0.16505   0.2043  1.75122  0.17502     0.39706       1.0223     0.38187     8.68554     21.84687    18.82772   0.04244    0.10114   0.10698        0.04651         0.06068        0.25256   848.54705    6516.4948   659.09466      2608.16899       6655.42418      1967.61795   0.30121    0.42502   0.92345             699.15948              2959.2833            1863.18438         1.41138         17.92191         1.36973  0.00044  0.00046  0.01041   5.07662  57242.52914   5.40948          0.20757          51.72926          0.29354     0.31658      0.39008     2.66282       0.4478       5.61594      0.53015     0.75283     46.70777     0.81735      0.03023      20.23806      0.03429       3.9219    57349.1225          0.0        0.06177        51.68914        0.06192           0.07273            44.7476           0.07705       5.37383       42.95758       7.40648    3.99482    68.03177    4.55172       9.0       72.5   13.3537       0.00478         0.0661       0.00626    0.05445   -22.04697    0.04644  0.02324   0.99711  0.00235   0.00235    0.00289   0.02324        0.45319         0.90821        0.63802 
   OGLE15sd          0.0         0.565          0.0        4.86767       -15.39138         5.6836     0.02021      0.02334     0.08922   0.32334    1.16826   0.96454         0.16593         14.29819          0.2339  0.20023  1.72561  0.16653     0.50029      0.95278       0.448     6.11175     14.10602     8.03518   0.05785    0.10957   0.07365        0.04941         0.07204        0.15563   1684.5124   9300.66352  2813.72153      1970.85405       7725.38576      1700.85854   0.76708    1.14932   1.27706            1055.00802             3749.89252             1513.7141         1.70412         18.33664         1.61732  0.00119  0.00121  0.04876   4.86767   57291.7772    5.6836          0.35641          51.85941          0.31418     0.32354      0.37114     1.33549      0.51914       4.70473       0.7309     1.22512     47.62756     0.70147      0.11908      20.25241      0.24175      4.24293   57343.36939          0.0        0.13836        51.22466        0.14698           0.16954            44.5336           0.18668       2.12385        20.4284       4.04448    4.54657    41.25589    4.63076       4.0       40.0       4.5       0.02234        0.19256       0.02768    0.15309   -21.65858     0.1718  0.00858   0.99736   0.0022    0.0022    0.00264   0.00858        0.13461         0.23655        0.31786 
   OGLE15xl          0.0         0.198          0.0        2.84724         -15.436        3.06224     0.02154      0.02456     0.20412   0.37357     1.3228   0.69347         0.19057         12.30571         0.28091  0.34811  1.80402  0.25406     0.26997      0.53534     0.57678     1.28626      4.40479     2.53173   0.08117    0.22362   0.07333        0.02439         0.49968        0.00033  5891.17318  17492.01794   4985.3516       317.85513       3639.02554       769.71256   1.39951     2.0662   1.71952            1327.59897             3802.65087            1523.73246         1.58026         18.04455          1.8416  0.00059  0.00062  0.04214   2.84724  57318.77548   3.06224          0.44501          51.86554          0.37086     0.11449      0.13155     1.04828      0.52642       8.86483      0.35047     0.42939     43.35423     0.74248      0.22934      20.73273      0.21433      2.36377   57361.78419      2.36377        0.10412        50.62222        0.10029           0.05046           43.29786           0.09044      15.97321       54.75958      14.29883   47.85481   193.12537   52.18866   24.1037     129.25   31.1037       0.03721        0.24682       0.04015    0.11712   -19.48074    0.04741  0.33365   0.98014  0.01759   0.01759    0.01986   0.33365        0.03402         0.05671        0.09494 
   OGLE15xx          0.0          0.21          0.0        0.95119        -5.41165        0.73471     0.01838      0.02194     0.24735   0.97637    2.03195    2.2048         0.18199         14.42869         0.17413  0.35534  1.85088  0.19877      0.3824      0.95804     0.36244     1.36342      3.03175     6.10038   0.11868    0.16959   0.12149        0.25362         0.46269        0.03716  1102.55554  12484.60128  1714.69399       2734.1119       6881.59077      2660.98367   0.12539    0.16022   0.22914            1329.63331             3901.76327            1257.12993         1.34002         17.88797         1.42677  0.00041  0.00043  0.01111   0.95119  57371.91838   0.73471          0.19347          51.43643          0.47909     0.09616      0.10934     0.72561      0.76357       4.93348      1.00092      1.5984     46.94436     1.38613      0.06455      18.31731      0.05432      1.66552   57404.94902          0.0        0.13974        51.13288        0.18037           0.20413           44.66234           0.24723       3.80738       13.32581       3.80737    2.19098    22.84424     2.5664       1.0       26.5       2.0       0.06111        0.49465       0.06229    0.03806   -21.45578    0.03255  0.01483   0.99841  0.00141   0.00141    0.00159   0.01483        0.32357         0.47655         0.4911 
  OGLE16dmu          0.0         0.426          0.0        3.46844        -7.74856        1.76219     0.00772      0.00967     0.04489   0.19024    0.94236   0.41455         0.17598          14.2735         0.27083  0.17291  1.70934  0.17601     0.40681      0.81308      0.3386    15.61175     40.85402    18.87777   0.06539    0.16067    0.0842        0.02838         0.04188        0.11021  1662.46152   6138.92784  1643.77748       911.94744       4263.16122      1400.27741   0.81352    4.33617   0.41525             526.22192             5263.15331             506.91973         1.67975         18.37234         1.58844  0.00128  0.00131  0.04954   3.46844  57625.65032   1.76219          0.44688          51.97815          0.29501     0.28386      0.36262      1.6547      0.52031       4.64948      0.38279     0.59586     47.91906     0.67276      0.40662      20.50073      0.28282      3.56661   57677.94045      5.38907        0.03172        51.12409        0.03945           0.03605           44.02988           0.08001       5.40377       48.63393       5.40378    7.21017    106.2793    9.11486   3.67685       90.0   3.17685       0.00616          0.049       0.00507    0.10146   -21.64967    0.17285  0.00809   0.99831  0.00126   0.00126    0.00169   0.00809        0.07475         0.14417        0.25159 
   PS110ahf          0.0           1.1          0.0        33.4734       -68.37933       22.95554     0.10584      0.11258     0.22097   0.98474    2.34652   7.56176         0.54425          13.9567         0.59158  0.18932  1.69146   0.2452     0.38728       0.6799     0.50782    22.69953      60.3739    26.55522   0.03301    0.05452   0.09311        0.03933         0.05874        0.13526   840.43607   2639.77103   1323.8486      2180.60112        6470.9384      2328.48301   0.71412    2.29375   0.87422             262.36914             3772.38298             870.33621         1.46564         18.35819         1.79498  0.00123  0.00127  0.07796   33.4734  55346.22067  22.95554          0.39226          51.39495          0.22209     4.43908       4.9183    16.15923      0.96567       6.08713      1.34264      1.9411     45.47128      1.6043      0.12377      23.05958      0.08904     29.00234   55526.65142     41.94148        0.10969         51.3143        0.21517           0.08302           44.07924           0.12724      24.16862      100.12712      38.04957   16.92655   139.25725   56.46376  21.03055      140.0   50.7074       0.00869        0.02056       0.01047    0.45343   -21.18084    0.28267  0.86856   0.91652  0.07794   0.07794    0.08348   0.86856        0.44064         0.91177        1.36026 
   PS110awh          0.0        0.9084          0.0        2.71532        -7.93352        2.11262     0.03288      0.03856     0.17842   0.99928    2.17772   1.22184         0.21886         14.32393         0.20866  0.22112  1.76209  0.20572     0.39438      0.88749     0.38985     2.38024       6.1492     6.57306   0.06512    0.14742     0.063        0.04276         0.06299        0.14769  1482.37351  10535.71776  1873.31385      2090.09561        6559.8439      2169.53436   0.35781    0.54858   0.85411              508.8956              2992.9329             880.64358         1.71226         18.65986         1.45355  0.00249  0.00254  0.06966   2.71532  55459.36648   2.11262           0.2562          51.63008          0.36354     0.22679      0.26426        1.09      0.64785       5.11689      0.90984     1.28923     46.69939     1.26676      0.04097      21.40756      0.04546          2.1       55512.3       1.3606        0.04665        51.15573        0.07955           0.06534            44.5174           0.08127       3.79563       20.85508        3.7207    3.79432    35.06998    3.31379       7.0       37.5  11.17685        0.0409        0.25111       0.04882    0.09906   -21.53627    0.09573  0.02753    0.9954  0.00384   0.00384     0.0046   0.02753        0.21353         0.36141        0.28863 
   PS110bzj          0.0          0.65          0.0        5.99657        -4.20821        2.20157     0.07052      0.22248     0.05996   0.55208    1.35748   4.43889         0.36467         14.80623         0.09548  0.24007  1.82454  0.14196     0.36806      1.14644      0.2378     5.84123     11.91038     7.37669   0.01068    0.04519   0.01454         0.0575         0.08254        0.18978  2919.19859  12720.36007  1319.69129      1214.56272        5497.5418       875.20573   0.96784    2.66598   1.16328             279.91465             2422.83863             425.31779         1.08989         18.15638         1.01084  0.00073   0.0008  0.00737   5.99657  55530.19179   2.20157          0.52449          52.08048          0.25457     1.87968      3.06972     0.61851       0.5375       3.77974      2.08206     3.33348     48.47346     0.91928      0.05482      21.19612      0.03621      2.38247   55560.38063          0.0         0.0708        50.85683        0.06683            0.0441           44.23818           0.04437        1.3132       12.86457       4.61011    3.29785    28.09045    2.23191       7.0       44.0       8.0       0.03642        0.39492       0.03998    0.19313   -20.91693    0.11023  0.17397   0.99498  0.00423   0.00423    0.00502   0.17397        0.02694         0.05907        0.15478 
    PS110ky          0.0        0.9558          0.0        4.36967        -20.2972        2.90203      0.1145      0.30725     0.13126   0.30177    1.12164    0.4552         0.12899         14.65256          0.1486  0.18538    1.781  0.19099     0.32536       1.1347     0.30914     3.89685     11.74113     6.24951   0.02306    0.05468    0.0262        0.06254         0.09638        0.15427  1425.48653  13938.96922  1033.28187      1638.04701       7464.51896      1265.90202   0.84222    2.77044   1.38398             131.73087              2836.3092             200.72436         1.28696         18.22488          0.9868  0.00088  0.00093  0.00811   4.36967   55368.3028   2.90203          0.18905          52.11699           0.2246     1.44419      3.68718      1.0383      0.43376       3.99779      0.43163     0.67886     48.40796     0.70748      0.03046       21.1435      0.03306      2.43505   55395.09215          0.0        0.04029        51.07256        0.05693           0.03957           44.53218           0.05449       0.36918        9.96036       1.66074    1.26758    24.87836    1.29322       7.5       35.5   9.67685       0.03579        0.42869       0.05763    0.27244   -21.46089    0.24625  0.01524   0.99211  0.00587   0.00587    0.00789   0.01524        0.04107         0.09265        0.05606 
    PS110pm          0.0         1.206          0.0        3.76664       -23.33568       15.95374     0.08116      0.11477     0.12503   1.62912    2.48497   0.64403         0.28646          14.0419         0.30309    0.241  1.70479  0.20194     0.29815       0.8906     0.26943     2.20103      7.51845    10.10365   0.05196     0.2318   0.07106        0.01964         0.04063        0.03539  1327.17897  12456.45498  2670.30024      1524.65849       5989.25264      2358.28242   0.22934    0.47503   0.29451            1345.79015                 4764.6             659.79564         1.25549         18.31244         1.16039  0.00108  0.00114  0.01538   3.76664  55246.26432  15.95374          0.10164          51.78029          0.59567     0.62586      0.84558     2.63381      1.59367       6.05859      0.38416     0.38553     45.50648      2.6854      0.05415       22.2849      0.05941      2.86311   55320.39967       2.8631        0.03449        51.22059         0.0449           0.03606           44.43396           0.03059       5.83032        34.3835       3.90066    7.16933    48.57696   11.04483       4.0       44.0       8.5       0.04693        0.17952       0.03601     0.0981   -21.92626    0.09573  0.02461   0.98468  0.00969   0.00969    0.01532   0.02461        0.19109         0.26466         0.1041 
   PS111afv          0.0         1.407          0.0        11.1902       -39.07662        7.70211     0.02492       0.0272     0.24509   0.43021    1.37706   0.55234         0.32618         12.98476         0.40389  0.37265  1.78755  0.30312     0.48743      0.99891     0.41059     1.74415      5.08224     2.82116   0.08512    0.25362     0.062        0.01049         0.02344        0.04042  1969.56446  12938.21162   3052.6394      2562.23401       6809.32663      2115.35039   1.10003    1.82366   2.47707             184.26635             2246.70377             528.04853         1.93499         18.65818         1.56075   0.0025  0.00254  0.08951   11.1902  55653.32338   7.70211          0.24888          51.73439          0.20671      0.1214      0.13552     1.10739      0.43778        7.5014      0.34483     0.19269     44.64303     0.53207      0.07067      22.48058      0.06062      7.43689   55745.73689      6.96361        0.10038        51.39948        0.15375           0.03928           44.52563           0.09628       5.78613       42.43161       8.14236    9.64355    55.93258   18.32274  10.17685       57.5   19.7074        0.0501        0.15318        0.0427     0.2128   -22.17887     0.1616  0.01769   0.99778  0.00198   0.00198    0.00223   0.01769        0.23338         0.51273        0.45915 
   PS111aib          0.0         0.997          0.0        6.87823       -33.99399        4.99789     0.01008      0.01201     0.09523   0.26939    2.18001   0.25324         0.12817          13.7506         0.16519  0.18772   1.7286  0.15855     0.46464       1.0729     0.30345     6.74161     18.87044    14.05871   0.04361    0.10672   0.11111         0.0134          0.0248        0.13836   680.90939   4146.13288   634.86867      2065.47401       6215.59841      1187.45585   0.33467     2.7433   0.74001             220.86708             3011.36963             164.20978          1.5245         18.26278         1.53457  0.00099  0.00102  0.03382   6.87823  55707.60601   4.99789          0.10052          51.26912          0.12456     0.17609       0.2204     1.30769      0.39077       6.38036      0.24926     0.28159     45.43336     0.39911      0.02154      21.61566      0.02406      2.86945   55841.18431      2.86945        0.03204         51.4426         0.0303           0.01036           44.35604           0.02046       5.20413       68.97023       5.74752     7.1844    91.96031    4.31064  21.42685     107.25   8.92685       0.00338        0.04329       0.00453    0.08336   -21.59202    0.08585  0.03325   0.99402  0.00486   0.00486    0.00599   0.03325        0.46859         1.53734        0.36441 
    PS111ap          0.0         0.524          0.0         1.2787       -21.38107        0.94526      0.0479      0.05234     0.21034   0.27169     3.2699   0.28444         0.10093          13.8299         0.13653  0.20428  1.72242  0.17528      0.3631      1.10906     0.28706      1.8711      6.10466     4.69357   0.05335    0.12628   0.06139        0.04802         0.10542        0.04853   438.18123     7158.028   311.08394       178.90345       7416.26538       171.25286   0.11634    0.95452   0.12819              213.7768             4156.55742             171.38972         0.93969          17.6868         1.23766  0.00024  0.00027   0.0044    1.2787  55540.21893   0.94526          0.17075          51.29596          0.17962     0.31625      0.34076     1.58505      0.24824       6.61004      0.10492     0.10404     44.86204     0.25089      0.01884      20.20107      0.01308      2.13773   55612.63773          0.0        0.00734        51.27436        0.01164           0.01421           44.37702           0.01796       0.97538       39.44063       0.94788    1.92326    58.64575    1.92326   2.17685       78.5   2.67685       0.00311        0.12487       0.00427    0.01627   -21.60388    0.01621  0.08814   0.97983  0.01874   0.01874    0.02017   0.08814         0.3278         0.94926        0.47032 
   PS111bam          0.0         1.565          0.0       20.16414        -58.1572       13.00693     0.02029      0.02348     0.15622   0.54407    1.58288      1.09          0.2023         14.19756         0.16921  0.19656  1.75348   0.1937     0.47348      1.15078     0.30021     5.64523     10.16539    12.24425   0.04237    0.06743   0.07811         0.0457         0.06636        0.20826  1928.28625   8079.15822  2295.88008        2000.486       5985.02794       2402.2757   0.60875    1.94351   0.55972             254.64568             2721.25713             177.95581         1.35811         18.14584         1.67453  0.00075  0.00078  0.03596  20.16414   55820.4428  13.00693          0.34537          51.59855          0.34153     0.22687       0.2593     1.39408      0.62641       5.22664      0.78175     1.24147     46.94121     0.88485      0.10251      22.15383      0.06736     10.44234   55875.08898      7.19549        0.09413        51.35004        0.07531           0.04877           44.71391            0.0662       3.74035       19.63682       2.80526    3.30475    32.38217     5.0213   8.92685      46.75  13.42685       0.03933        0.23444       0.03489    0.23054   -21.55427    0.32769  0.02187   0.99696  0.00267   0.00267    0.00305   0.02187        0.33529         0.56489        0.66092 
   PS111bdn          0.0         0.738          0.0        0.93889        -1.53908        0.69947     0.02971      0.03459     0.14679   0.74435    1.87578   0.99009         0.16406         14.35316         0.17043  0.20535  1.75606  0.15353     0.43323      0.97868     0.38661     3.49075      7.61286     6.96174    0.0481    0.08074   0.07776        0.04725         0.06454        0.16001  2868.09873  10897.24043  2824.80164      2216.83405       6447.37888      2239.64703   0.89554     3.2342   0.81992             217.45534             2352.26008             268.16808          1.6392         18.51727         1.32305  0.00179  0.00183  0.03664   0.93889  55894.76092   0.69947          0.29075          51.66221          0.43228     0.25416      0.28682     1.25336      0.51157       4.97416      0.64635     0.98999     46.99418     1.02281      0.04534      20.46428      0.03663      2.28531   55929.20351       2.2853        0.04561         51.2214         0.0511           0.04182           44.70418           0.05128       1.50395       15.17614       1.70124    3.70132    26.05474    3.47597       5.5       34.0   8.67685       0.06985        0.35416       0.06757    0.10841   -21.73887    0.12435  0.02106   0.99545  0.00422   0.00422    0.00455   0.02106        0.22796         0.35623        0.41617 
    PS111tt          0.0         1.283          0.0        8.46843       -32.69729        5.47634     0.03373      0.04994     0.06734   0.28903    2.49422   0.27164         0.21272         13.68523         0.21052  0.15663   1.7134  0.12401     0.30185      0.71414     0.33388      1.8909     10.03813     2.54463   0.04162    0.17603   0.04172        0.00622         0.01925        0.00983  1058.76858   9835.96406  1101.28524       883.01753       8435.40857       543.69781   0.31443    1.37598   0.49045             406.26233             3763.68818             355.69507         0.87226         18.68086         0.88987  0.00231  0.00266  0.01801   8.46843  55569.90271   5.47634          0.07275          51.76125          0.08587     0.31663      0.51156     0.69276      0.44508        6.6805      0.32225     0.26698     45.02116     0.49794      0.08556       22.6499      0.09531      5.04007   55675.30768      5.04007        0.03427        51.32364        0.02957           0.03072           44.42814           0.02909       3.31148       52.98362        4.4153     5.3859    58.50275    5.90954   4.67685       54.5       7.5       0.01651        0.12728       0.01495    0.09761   -22.04852    0.09048  0.02241    0.9821  0.01178   0.01178     0.0179   0.02241        0.07469         0.36179        0.10494 
   PS112bmy          0.0         1.572          0.0       81.68849        -174.861       52.27726     0.02847      0.03222     0.21822   0.47661    1.36233   1.00964         0.21542         13.89164         0.21295   0.1792   1.7378  0.16956      0.4251      1.03258      0.2855    10.62589     19.23294     15.0828   0.06651    0.13603   0.07952        0.06421         0.08369        0.19866  1525.38176   7939.06957  2227.81822       2269.9605        6017.9312      2132.15269   1.18252     2.5293    0.9005             231.92682             2679.91874               337.234         1.54277         18.29017         1.69337  0.00106  0.00108  0.05241  81.68849    56029.639  52.27726          0.35135          51.82556          0.34552     0.38925      0.45852     4.71904      0.55872       5.71747      0.64385     1.00312     46.57276     0.79863      0.48822      22.37072      0.34389      60.0591   56127.26895     31.79599        0.18987        51.58786        0.22993           0.12013           44.65505           0.18643       7.64973       41.20787      10.07304   11.23506    65.93259   10.98877     14.25      72.25  17.92685       0.01504        0.08848        0.0287    0.25806   -21.94458    0.42829  0.04104    0.9943  0.00499   0.00499     0.0057   0.04104        0.32445          0.5626        1.00018 
   PS112bqf          0.0         0.522          0.0        2.51689       -23.00276        2.30378     0.03336      0.03761     0.20906   0.74987    5.78658   0.71077         0.11303          13.7723         0.13873  0.14985  1.69712  0.17034     0.33876      1.04492     0.38539     3.63426      8.52286      5.8753   0.01727    0.03602   0.02182        0.07818         0.11526        0.19853   484.24989   6083.75626   620.87215      1845.75774       6166.35208      2288.97099   1.69225    2.81388   1.46477             470.75274             2923.12674             273.57814         1.58808         18.32702          1.5524  0.00115  0.00118  0.04097   2.51689  56182.59724   2.30378          0.22988          51.26372           0.2275     0.35237      0.37732     1.55172      0.22549       7.18301      0.18728     0.17839       43.789     0.23294      0.02149       21.5863      0.01827       1.3823       56242.4      1.08781        0.06748         50.8728        0.04938           0.04628           43.79106           0.04948       3.56865        35.3253       3.12292   17.02722   109.08122   17.02881      17.5      116.0  25.17685       0.00956        0.09886       0.00963    0.04309   -20.38498    0.04479  0.28695   0.93068  0.06447   0.06447    0.06932   0.28695        0.12841         0.36763        0.33443 
   PS112cil          0.0          0.32          0.0        0.88676        -5.74748        0.78947      0.0064      0.00872     0.06691   0.77348    5.80304   0.78775         0.15787         14.39826         0.14705  0.18311  1.74316  0.21553     0.41531      1.05438     0.35438     0.55283       1.9854     0.77603   0.06892     0.1753   0.07458         0.0033         0.01452        0.00823   293.03519   7687.03498   262.94681      1553.30376       5562.24245      1608.34411   0.37901    0.47653   0.99099             795.97747             2971.74468            1046.75092         1.16502         17.92033         1.45518  0.00043  0.00046  0.01275   0.88676  56262.85252   0.78947          0.15191          50.84421          0.17587     0.01844      0.02306     0.16034      0.41256       5.98383      0.31751      0.3892     44.99598     0.51044      0.01736      20.26307      0.01716      0.10868       56300.6          0.0        0.06278         50.5822        0.04628           0.07728           44.07572           0.06695       2.41678       20.62743       1.87523    1.33366    24.37788    0.82587       1.5       28.5       1.5       0.02124        0.46206       0.01749    0.02509   -20.41932    0.01918  0.02214   0.99596  0.00333   0.00333    0.00404   0.02214        0.19145         0.54462        0.23887 
    PS112zn          0.0         0.674          0.0        2.10253        -6.79404        2.56072     0.02019      0.02356     0.09354   3.41994    5.67164   2.52417         0.19102         14.81755         0.23122  0.19823  1.71906  0.16874     0.37657      1.01085     0.41754     2.08887      4.45369     3.88628   0.01703    0.03734   0.03543        0.04095         0.06484        0.16803   806.40045    8352.0865  1014.53938      2200.62421        6679.8512      2261.76569   1.51357    2.06824    1.9104             358.96628             2501.08739             300.39634         1.59164         18.50448         1.57562  0.00173  0.00178  0.06507   2.10253  56003.50596   2.56072           0.3093          51.28407          0.22539     0.11618      0.13137     0.42074      1.07374       4.99338      0.71918     1.00998     46.00561      1.9746      0.02574      22.02024      0.02907          0.9       56028.3          1.1        0.10091        50.42874        0.09186           0.11756            44.0507           0.14585       3.35286       10.00972       1.97263    1.39698    17.30782    1.33137       5.0       23.5  10.73795       0.12313        0.73737        0.1795    0.11586    -20.0545    0.06971  0.07875   0.99004   0.0094    0.0094    0.00996   0.07875        0.06627          0.1414         0.1829 
    PS113gt          0.0         0.884          0.0        32.7108       -103.7875       23.31063     0.02784      0.03118     0.20937   1.64521    3.60342   1.25856         0.20221         14.11982         0.21423  0.32205  1.69655   0.3021     0.37782      0.96056     0.39092     2.30105      5.92726     3.22857   0.09926     0.2375   0.07947        0.28528         0.33538        0.15515  1457.03914    5983.3845  1814.74421       838.72427       9162.14084       653.99206   0.37168     1.8409   0.33653              334.2509             5139.26736              519.5095         1.56075          18.2508         1.39809  0.00096    0.001  0.02381   32.7108   56219.8125  23.31063          0.23903          51.08097          0.24525     0.19291      0.21374      1.1619      0.87669       6.10475      0.37784     0.58135     45.24204     1.42632       0.2054      22.49042      0.16813     20.02239   56290.98147     19.17462        0.09775        50.98951        0.13535           0.04839           44.07088           0.10866       5.90214       41.34656       3.63048     6.3378    60.78226    9.94406   7.67685       58.0  17.53055       0.03825        0.12364       0.04833    0.19516   -21.28781    0.35803  0.07194   0.98755   0.0113    0.0113    0.01245   0.07194        0.37133         0.82849        0.74902 
    PS113or          0.0          1.52          0.0         5.4832       -21.32588        5.02519     0.01572      0.01894     0.10979   0.36272    1.85512   0.22008         0.14604         13.79004         0.15285  0.16432  1.71874  0.17567     0.42207      1.12562     0.27611     3.02061      9.01682     4.48864   0.07959    0.21414   0.08449        0.02287         0.03614        0.12909   845.59941   9244.79311  1085.41871      1992.82614          6001.38      2087.30794   0.65957    3.40794   0.76995              71.96135             2263.79684             111.70981         1.03346         17.87915         1.17486  0.00038  0.00042  0.00588    5.4832  56304.27412   5.02519          0.23089          51.67127          0.21349     0.13041      0.16015     1.02532      0.37609       6.14195      0.33535     0.41593      45.8283      0.5328      0.02263      21.86396        0.028      2.66694       56396.4      3.04691        0.06681         51.5516        0.04528           0.00886           44.71292           0.01142       2.37393       40.35681       2.37393    9.49572    53.41343    4.74786      10.5       60.0  12.17685       0.01676        0.10732        0.0393    0.08768    -22.2098    0.08755  0.01735   0.99674  0.00278   0.00278    0.00325   0.01735        0.27099         0.74603        0.50931 
    PS114bj          0.0        0.5215          0.0        6.63768       -33.23292        5.42148     0.19018      0.33416     0.11531   0.92594    2.51743   0.76527         0.54958          12.9364         0.28036  0.37158  1.73611  0.26161     0.40175      0.97886     0.33457     4.02227     18.37206     5.77987   0.05927    0.28678   0.03504        0.00232         0.01292        0.00845   912.65889   5145.54383  1224.87561       188.62871       9875.21431        87.38611   1.09006    2.72202   1.48024             179.40068              3558.0001               305.737         1.14799         17.75632         1.31018   0.0003  0.00032  0.00616   6.63768  56585.36708   5.42148          0.22456          51.43965           0.3177     4.38632      6.65997     2.34057       0.5119       8.20002      0.61854     0.33127     43.52661     0.34621      0.03328      21.50866      0.04156      7.05376   56785.17997      7.05375        0.01368        51.03592        0.01504           0.01806           43.72775           0.02041       4.63605      129.80951       4.63606    6.95408   148.35373    4.63605       4.0      138.0       4.0       0.00237        0.01918       0.00243    0.03894   -20.49863    0.04098  0.16027   0.57358  0.25641   0.25641    0.42642   0.16027        0.19962         0.39286        0.25856 
    PS15cjz          0.0          0.22          0.0        0.87068       -13.01035        0.88093     0.00224      0.00382     0.01283   0.23591    1.02614    0.5105         0.10124         14.32004         0.12412   0.1881  1.76369  0.16392     0.40218      1.12216     0.31649     0.48197      5.04941     0.65831    0.0383    0.29297   0.03387        0.00065         0.01084        0.00144    135.3011   5316.09942   149.08601       443.94763       5070.95667       281.56844   0.04604    0.05908   0.07764             1789.2104             4167.88317            1188.52822         0.07465         21.03105         0.03658  0.09424  0.59674  0.05245   0.87068  57252.27965   0.88093           0.0634          50.93053          0.07035     0.01147      0.01982     0.06446      0.31679       4.59691      0.44734     0.78918     47.87753     0.53834      0.01464      19.72028      0.01489          0.0      57319.13         0.01        0.06646        51.08814        0.05953            0.0792             44.329            0.0745        1.9675       23.61001         3.935    1.20414    49.93443    1.22058       1.0       43.5       1.0       0.00839        0.14616       0.00788    0.07932   -20.82776    0.09652  0.00051   0.99991    7e-05     7e-05      9e-05   0.00051        0.26608         1.39752        0.32647 
 PSNJ000123          0.0         0.281          0.0        3.85288       -10.13777        3.93139     0.11042      0.12172     0.20763   1.79168    3.98191   1.07435         0.24055         14.35686         0.22998  0.22346  1.73665  0.15267     0.40613      0.89764     0.43892     5.44882     12.37092     8.45341   0.02212     0.0482   0.04033        0.04011         0.05702        0.13688   297.57122   4964.97439   265.76191      2176.00549       6636.48662      2146.05017   1.25591     3.7651   0.88149               57.3462             3004.82521             117.97923         2.20669         19.43692         1.02705   0.0151   0.0152  0.14652   3.85289   53611.6895   3.93138          0.26543          51.25056          0.21888     1.43602      1.55891     2.01909      0.75563        5.5561      0.78795     1.02111      45.7721     1.14078       0.0185      19.48602      0.02075      2.30866    53659.7451          0.0        0.07034        50.97704        0.05342           0.04786           44.14586           0.06195       3.60446       28.83572       3.60447    1.80224    48.66029    3.60446      18.5       70.5  16.17685       0.01253         0.1488       0.01248    0.12528   -20.88523    0.03904  0.18518   0.89406  0.10226   0.10226    0.10594   0.18518        0.22391         0.54046        0.44042 
