 log(Bfield)      Mns     Pspin  cutoff_power  cutoff_wavelength  fnickel    kappa  kappagamma   mejecta  log(nhhost)  temperature  texplosion  thetaPB      vejecta      A_V        MJD_0   log(KE)      M_Ni  Peak_mag     Peak_MJD 
     14.0621  1.82705  12.28118       3.38514         3048.93449  0.42736  0.01256     0.42789  35.88538     18.57805   8251.66359    -9.64777  1.38933  17505.65519   0.0021  59135.79108  53.19232  36.40182  18.96405  59169.37454 
    12.13879  2.07713   2.59019       3.90848         3218.49582  0.46278  0.01019     0.35787  42.31161     20.53729   6073.60756    -9.92278  1.40156  16229.42481  0.19143  59135.51607  53.13854  40.52131  18.96354  59169.37454 
    12.39972  1.57617  14.60226       1.11655         3728.15661  0.48788  0.03698     0.25106  39.60135     19.51897   8817.57937   -18.49397  0.01554  21097.72041  0.01835  59126.94488  53.36163  42.25218  18.75179  59163.86139 
    14.13824   1.5828  26.73058       3.07605         3280.62939  0.44126  0.01258     0.04286  39.90182     19.89398   7787.43515   -11.22638  0.67162  18199.90215  0.04352  59134.21247  53.23385  38.26294  18.88554  59169.37454 
    14.97246  1.87664   5.72454       3.02451         3627.97351   0.4936  0.01629     0.34976  25.09263     20.40295   9619.24094   -12.88636  0.06773  16762.17303   0.1405  59132.55249   53.1274  39.49075  18.94298  59166.78283 
    14.26421  1.84042   7.67243       0.06911         5665.92787  0.27259  0.01172     0.02502  68.39789     18.95633   9958.44272   -17.26373  0.34186  23108.52299  0.00502  59128.17512  53.47864  25.76199  18.98741  59169.70426 
    13.14964  1.90716  25.11497       2.18769          3162.6137  0.29149  0.01169     0.08868  65.53369     19.93108   7368.93513    -12.5154  1.08855  22202.32318   0.0474  59132.92345  53.44104  27.36716  18.85835  59163.86139 
    14.62559  2.11912   7.62857       3.34926         3377.39665  0.29541  0.01084     0.06479    58.012     19.87525   7441.45772   -11.66488   0.0766  18401.88656  0.04169  59133.77397  53.26973  27.21498   18.9747  59175.54712 
    15.02802  1.51068  20.22631       1.43674         3252.12782  0.49311  0.01796     0.13738  36.41118      16.8308   8332.12398   -11.18789   0.4601  19013.29531    4e-05  59134.25096  53.26514   42.1065  18.87499  59169.70426 
    14.21486  1.78659   3.25541       3.89859         2659.73235  0.43512  0.17591     0.36263  30.80665     17.51106   7960.54523   -22.20033  0.86258  23155.25546  0.00018  59123.23852  53.42386  36.10302  19.12169  59172.62569 
